server_name,surface,returner_name,context,n_points,p_wide,p_body,p_t
Andre Agassi,,Gilles Muller,Vs Opponent,62,0.5806451612903226,0.03225806451612903,0.3870967741935484
Andre Agassi,,Goran Ivanisevic,Vs Opponent,270,0.6407407407407407,0.014814814814814815,0.34444444444444444
Andre Agassi,,Greg Rusedski,Vs Opponent,141,0.5531914893617021,0.04964539007092199,0.3971631205673759
Andre Agassi,,Guillermo Coria,Vs Opponent,174,0.5287356321839081,0.011494252873563218,0.45977011494252873
Andre Agassi,,Gustavo Kuerten,Vs Opponent,309,0.6440129449838188,0.02912621359223301,0.3268608414239482
Andre Agassi,,Guy Forget,Vs Opponent,117,0.5641025641025641,0.05128205128205128,0.38461538461538464
Andre Agassi,,Ivan Lendl,Vs Opponent,448,0.5334821428571429,0.08482142857142858,0.38169642857142855
Andre Agassi,,Jakob Hlasek,Vs Opponent,44,0.6590909090909091,0.045454545454545456,0.29545454545454547
Andre Agassi,,James Blake,Vs Opponent,207,0.48792270531400966,0.043478260869565216,0.46859903381642515
Andre Agassi,,Jan Kroslak,Vs Opponent,66,0.5,0.045454545454545456,0.45454545454545453
Andre Agassi,,Jan Michael Gambill,Vs Opponent,79,0.620253164556962,0.13924050632911392,0.24050632911392406
Andre Agassi,,Jason Stoltenberg,Vs Opponent,131,0.6793893129770993,0.1297709923664122,0.19083969465648856
Andre Agassi,,Jim Courier,Vs Opponent,753,0.5298804780876494,0.11288180610889774,0.35723771580345287
Andre Agassi,,Jiri Novak,Vs Opponent,55,0.6,0.0,0.4
Andre Agassi,,John Mcenroe,Vs Opponent,79,0.379746835443038,0.16455696202531644,0.45569620253164556
Andre Agassi,,Jonas Svensson,Vs Opponent,117,0.6410256410256411,0.042735042735042736,0.3162393162393162
Andre Agassi,,Juan Carlos Ferrero,Vs Opponent,300,0.49333333333333335,0.023333333333333334,0.48333333333333334
Andre Agassi,,Karol Kucera,Vs Opponent,166,0.5180722891566265,0.0963855421686747,0.3855421686746988
Andre Agassi,,Leander Paes,Vs Opponent,117,0.452991452991453,0.017094017094017096,0.5299145299145299
Andre Agassi,,Lleyton Hewitt,Vs Opponent,528,0.5776515151515151,0.01893939393939394,0.4034090909090909
Andre Agassi,,Malivai Washington,Vs Opponent,143,0.5384615384615384,0.13286713286713286,0.32867132867132864
Andre Agassi,,Marat Safin,Vs Opponent,598,0.5334448160535117,0.06354515050167224,0.40301003344481606
Andre Agassi,,Marc Rosset,Vs Opponent,214,0.5,0.20093457943925233,0.29906542056074764
Andre Agassi,,Marcelo Rios,Vs Opponent,239,0.5188284518828452,0.09623430962343096,0.38493723849372385
Andre Agassi,,Marcos Baghdatis,Vs Opponent,171,0.5906432748538012,0.0,0.4093567251461988
Andre Agassi,,Mark Petchey,Vs Opponent,61,0.4098360655737705,0.22950819672131148,0.36065573770491804
Andre Agassi,,Mark Philippoussis,Vs Opponent,211,0.5118483412322274,0.07109004739336493,0.41706161137440756
Andre Agassi,,Mats Wilander,Vs Opponent,188,0.5,0.06382978723404255,0.43617021276595747
Andre Agassi,,Michael Chang,Vs Opponent,677,0.5288035450516987,0.051698670605613,0.4194977843426883
Andre Agassi,,Michael Stich,Vs Opponent,295,0.5186440677966102,0.10508474576271186,0.376271186440678
Andre Agassi,,Mike Bryan,Vs Opponent,40,0.325,0.0,0.675
Andre Agassi,,Nicolas Lapentti,Vs Opponent,102,0.5,0.049019607843137254,0.45098039215686275
Andre Agassi,,Patrick Rafter,Vs Opponent,797,0.5533249686323714,0.04015056461731493,0.4065244667503137
Andre Agassi,,Pete Sampras,Vs Opponent,2618,0.5339954163483576,0.08517952635599695,0.38082505729564553
Andre Agassi,,Petr Korda,Vs Opponent,54,0.7037037037037037,0.0,0.2962962962962963
Andre Agassi,,Rafael Nadal,Vs Opponent,174,0.4942528735632184,0.022988505747126436,0.4827586206896552
Andre Agassi,,Rainer Schuettler,Vs Opponent,148,0.42567567567567566,0.0,0.5743243243243243
Andre Agassi,,Richard Krajicek,Vs Opponent,256,0.4609375,0.0625,0.4765625
Andre Agassi,,Robby Ginepri,Vs Opponent,144,0.5347222222222222,0.013888888888888888,0.4513888888888889
Andre Agassi,,Roger Federer,Vs Opponent,949,0.5331928345626976,0.0547945205479452,0.41201264488935724
Andre Agassi,,Sebastien Grosjean,Vs Opponent,68,0.5147058823529411,0.014705882352941176,0.47058823529411764
Andre Agassi,,Sergi Bruguera,Vs Opponent,176,0.5056818181818182,0.0625,0.4318181818181818
Andre Agassi,,Stefan Edberg,Vs Opponent,966,0.5890269151138716,0.08385093167701864,0.32712215320910976
Andre Agassi,,Thomas Enqvist,Vs Opponent,250,0.472,0.1,0.428
Andre Agassi,,Thomas Muster,Vs Opponent,180,0.55,0.06666666666666667,0.38333333333333336
Andre Agassi,,Todd Martin,Vs Opponent,317,0.5520504731861199,0.031545741324921134,0.416403785488959
Andre Agassi,,Todd Woodbridge,Vs Opponent,141,0.6170212765957447,0.06382978723404255,0.3191489361702128
Andre Agassi,,Tommy Haas,Vs Opponent,75,0.6533333333333333,0.08,0.26666666666666666
Andre Agassi,,Wayne Ferreira,Vs Opponent,164,0.573170731707317,0.036585365853658534,0.3902439024390244
Andre Agassi,,Yevgeny Kafelnikov,Vs Opponent,706,0.5679886685552408,0.028328611898016998,0.40368271954674223
Andre Agassi,,Younes El Aynaoui,Vs Opponent,88,0.5681818181818182,0.011363636363636364,0.42045454545454547
Andrea Arnaboldi,,Ivo Karlovic,Vs Opponent,86,0.5116279069767442,0.1511627906976744,0.3372093023255814
Andrea Collarini,,Aleksandar Vukic,Vs Opponent,52,0.38461538461538464,0.2692307692307692,0.34615384615384615
Andrea Gaudenzi,,Francisco Clavet,Vs Opponent,63,0.5396825396825397,0.2222222222222222,0.23809523809523808
Andrea Gaudenzi,,Thomas Muster,Vs Opponent,68,0.5294117647058824,0.1323529411764706,0.3382352941176471
Andrea Gaudenzi,,Yevgeny Kafelnikov,Vs Opponent,84,0.40476190476190477,0.19047619047619047,0.40476190476190477
Andrea Pellegrino,,Tallon Griekspoor,Vs Opponent,135,0.45925925925925926,0.23703703703703705,0.3037037037037037
Andrea Vavassori,,Carlos Alcaraz,Vs Opponent,118,0.5169491525423728,0.025423728813559324,0.4576271186440678
Andrea Vavassori,,Daniil Medvedev,Vs Opponent,56,0.6607142857142857,0.07142857142857142,0.26785714285714285
Andrea Vavassori,,Jannik Sinner,Vs Opponent,49,0.42857142857142855,0.02040816326530612,0.5510204081632653
Andrea Vavassori,,Pavel Kotov,Vs Opponent,44,0.25,0.20454545454545456,0.5454545454545454
Andrea Vavassori,,Raul Brancaccio,Vs Opponent,56,0.5,0.14285714285714285,0.35714285714285715
Andreas Haider Maurer,,Borna Coric,Vs Opponent,51,0.43137254901960786,0.13725490196078433,0.43137254901960786
Andreas Haider Maurer,,Dominic Thiem,Vs Opponent,72,0.3888888888888889,0.25,0.3611111111111111
Andreas Haider Maurer,,Dustin Brown,Vs Opponent,56,0.42857142857142855,0.17857142857142858,0.39285714285714285
Andreas Haider Maurer,,Gael Monfils,Vs Opponent,66,0.45454545454545453,0.10606060606060606,0.4393939393939394
Andreas Haider Maurer,,Karim Mohamed Maamoun,Vs Opponent,98,0.3979591836734694,0.07142857142857142,0.5306122448979592
Andreas Seppi,,Adrian Mannarino,Vs Opponent,68,0.5,0.07352941176470588,0.4264705882352941
Andreas Seppi,,Alex De Minaur,Vs Opponent,87,0.5057471264367817,0.0,0.4942528735632184
Andreas Seppi,,Andy Roddick,Vs Opponent,53,0.5094339622641509,0.20754716981132076,0.2830188679245283
Andreas Seppi,,Benoit Paire,Vs Opponent,41,0.4634146341463415,0.12195121951219512,0.4146341463414634
Andreas Seppi,,Cristian Garin,Vs Opponent,122,0.4672131147540984,0.00819672131147541,0.5245901639344263
Andreas Seppi,,David Goffin,Vs Opponent,52,0.4423076923076923,0.057692307692307696,0.5
Andreas Seppi,,Guillermo Garcia Lopez,Vs Opponent,54,0.46296296296296297,0.12962962962962962,0.4074074074074074
Andreas Seppi,,Juan Martin Del Potro,Vs Opponent,73,0.4794520547945205,0.0273972602739726,0.4931506849315068
Andreas Seppi,,Kei Nishikori,Vs Opponent,71,0.5211267605633803,0.028169014084507043,0.4507042253521127
Andreas Seppi,,Marton Fucsovics,Vs Opponent,156,0.44871794871794873,0.04487179487179487,0.5064102564102564
Andreas Seppi,,Nick Kyrgios,Vs Opponent,318,0.4276729559748428,0.031446540880503145,0.5408805031446541
Andreas Seppi,,Novak Djokovic,Vs Opponent,168,0.49404761904761907,0.05952380952380952,0.44642857142857145
Andreas Seppi,,Peter Gojowczyk,Vs Opponent,91,0.5164835164835165,0.054945054945054944,0.42857142857142855
Andreas Seppi,,Rafael Nadal,Vs Opponent,46,0.5217391304347826,0.06521739130434782,0.41304347826086957
Andreas Seppi,,Roberto Bautista Agut,Vs Opponent,80,0.525,0.025,0.45
Andreas Seppi,,Roger Federer,Vs Opponent,388,0.47680412371134023,0.03865979381443299,0.4845360824742268
Andreas Seppi,,Stefanos Tsitsipas,Vs Opponent,84,0.5,0.023809523809523808,0.47619047619047616
Andreas Seppi,,Thomaz Bellucci,Vs Opponent,64,0.453125,0.078125,0.46875
Andreas Seppi,,Tomas Berdych,Vs Opponent,59,0.4067796610169492,0.03389830508474576,0.559322033898305
Andreas Seppi,,Tommy Robredo,Vs Opponent,82,0.5609756097560976,0.0,0.43902439024390244
Andreas Seppi,,Zhizhen Zhang,Vs Opponent,113,0.5575221238938053,0.061946902654867256,0.3805309734513274
Andreas Vinciguerra,,Yevgeny Kafelnikov,Vs Opponent,61,0.4262295081967213,0.08196721311475409,0.4918032786885246
Andrei Cherkasov,,Andre Agassi,Vs Opponent,82,0.2926829268292683,0.15853658536585366,0.5487804878048781
Andrei Cherkasov,,John Mcenroe,Vs Opponent,95,0.4631578947368421,0.15789473684210525,0.37894736842105264
Andrei Cherkasov,,Stefan Edberg,Vs Opponent,60,0.5,0.16666666666666666,0.3333333333333333
Andrei Chesnokov,,Andre Agassi,Vs Opponent,151,0.4768211920529801,0.10596026490066225,0.41721854304635764
Andrei Chesnokov,,Henri Leconte,Vs Opponent,140,0.39285714285714285,0.2714285714285714,0.3357142857142857
Andrei Chesnokov,,Ivan Lendl,Vs Opponent,81,0.41975308641975306,0.24691358024691357,0.3333333333333333
Andrei Chesnokov,,Jerome Potier,Vs Opponent,60,0.31666666666666665,0.2833333333333333,0.4
Andrei Chesnokov,,Michael Chang,Vs Opponent,236,0.576271186440678,0.07627118644067797,0.3474576271186441
Andrei Chesnokov,,Michael Stich,Vs Opponent,284,0.4014084507042254,0.29225352112676056,0.30633802816901406
Andrei Chesnokov,,Pete Sampras,Vs Opponent,151,0.3576158940397351,0.1986754966887417,0.44370860927152317
Andrei Chesnokov,,Petr Korda,Vs Opponent,79,0.6075949367088608,0.1518987341772152,0.24050632911392406
Andrei Chesnokov,,Thomas Muster,Vs Opponent,99,0.48484848484848486,0.23232323232323232,0.2828282828282828
Andrei Medvedev,,Andre Agassi,Vs Opponent,153,0.5163398692810458,0.05228758169934641,0.43137254901960786
Andrei Medvedev,,Arnaud Boetsch,Vs Opponent,98,0.5408163265306123,0.05102040816326531,0.40816326530612246
Andrei Medvedev,,Goran Ivanisevic,Vs Opponent,156,0.5705128205128205,0.08974358974358974,0.33974358974358976
Andrei Medvedev,,Pete Sampras,Vs Opponent,43,0.4418604651162791,0.06976744186046512,0.4883720930232558
Andrei Medvedev,,Sergi Bruguera,Vs Opponent,155,0.7096774193548387,0.03225806451612903,0.25806451612903225
Andrei Medvedev,,Stefan Edberg,Vs Opponent,153,0.5359477124183006,0.0457516339869281,0.41830065359477125
Andrei Medvedev,,Yevgeny Kafelnikov,Vs Opponent,114,0.7631578947368421,0.10526315789473684,0.13157894736842105
Andrei Pavel,,Andre Agassi,Vs Opponent,156,0.4423076923076923,0.038461538461538464,0.5192307692307693
Andrei Pavel,,Gustavo Kuerten,Vs Opponent,60,0.6166666666666667,0.016666666666666666,0.36666666666666664
Andrei Pavel,,Jiri Novak,Vs Opponent,92,0.5543478260869565,0.043478260869565216,0.40217391304347827
Andrei Pavel,,Patrick Rafter,Vs Opponent,86,0.5232558139534884,0.13953488372093023,0.3372093023255814
Andrei Pavel,,Roger Federer,Vs Opponent,154,0.44155844155844154,0.032467532467532464,0.525974025974026
Andrei Pavel,,Tommy Haas,Vs Opponent,65,0.5230769230769231,0.046153846153846156,0.4307692307692308
Andrei Stoliarov,,Roger Federer,Vs Opponent,98,0.3877551020408163,0.19387755102040816,0.41836734693877553
Andrej Martin,,Carlos Alcaraz,Vs Opponent,44,0.6136363636363636,0.045454545454545456,0.3409090909090909
Andrej Martin,,Robin Haase,Vs Opponent,95,0.35789473684210527,0.1368421052631579,0.5052631578947369
Andres Gomez,,Andre Agassi,Vs Opponent,123,0.4146341463414634,0.04065040650406504,0.5447154471544715
Andres Gomez,,Ivan Lendl,Vs Opponent,105,0.5142857142857142,0.0761904761904762,0.4095238095238095
Andres Gomez,,Marcelo Filippini,Vs Opponent,82,0.4024390243902439,0.024390243902439025,0.573170731707317
Andres Gomez,,Pete Sampras,Vs Opponent,96,0.375,0.052083333333333336,0.5729166666666666
Andres Gomez,,Stefan Edberg,Vs Opponent,61,0.3770491803278688,0.04918032786885246,0.5737704918032787
Andres Gomez,,Thierry Champion,Vs Opponent,65,0.4153846153846154,0.06153846153846154,0.5230769230769231
Andres Gomez,,Thomas Muster,Vs Opponent,96,0.4375,0.010416666666666666,0.5520833333333334
Andrew Castle,,Boris Becker,Vs Opponent,122,0.39344262295081966,0.14754098360655737,0.45901639344262296
Andrew Foster,,Pete Sampras,Vs Opponent,86,0.45348837209302323,0.06976744186046512,0.47674418604651164
Andrew Harris,,Corentin Moutet,Vs Opponent,55,0.34545454545454546,0.09090909090909091,0.5636363636363636
Andrey Golubev,,Aleksandr Nedovyesov,Vs Opponent,71,0.4225352112676056,0.352112676056338,0.22535211267605634
Andrey Golubev,,Andy Murray,Vs Opponent,49,0.6326530612244898,0.04081632653061224,0.32653061224489793
Andrey Golubev,,Jurgen Melzer,Vs Opponent,74,0.4864864864864865,0.05405405405405406,0.4594594594594595
Andrey Golubev,,Mikhail Youzhny,Vs Opponent,103,0.5242718446601942,0.02912621359223301,0.44660194174757284
Andrey Kuznetsov,,Antonio Veic,Vs Opponent,41,0.36585365853658536,0.04878048780487805,0.5853658536585366
Andrey Kuznetsov,,Jeremy Chardy,Vs Opponent,57,0.3157894736842105,0.10526315789473684,0.5789473684210527
Andrey Kuznetsov,,Juan Martin Del Potro,Vs Opponent,50,0.6,0.02,0.38
Andrey Kuznetsov,,Milos Raonic,Vs Opponent,87,0.3218390804597701,0.3103448275862069,0.367816091954023
Andrey Rublev,,Adrian Mannarino,Vs Opponent,97,0.5154639175257731,0.0,0.4845360824742268
Andrey Rublev,,Alejandro Davidovich Fokina,Vs Opponent,166,0.45180722891566266,0.03614457831325301,0.5120481927710844
Andrey Rublev,,Aleksandar Kovacevic,Vs Opponent,55,0.41818181818181815,0.01818181818181818,0.5636363636363636
Andrey Rublev,,Alex De Minaur,Vs Opponent,356,0.4943820224719101,0.028089887640449437,0.47752808988764045
Andrey Rublev,,Alexander Bublik,Vs Opponent,296,0.44932432432432434,0.05405405405405406,0.4966216216216216
Andrey Rublev,,Alexander Zverev,Vs Opponent,358,0.49162011173184356,0.03910614525139665,0.4692737430167598
Andrey Rublev,,Alexandre Muller,Vs Opponent,48,0.5208333333333334,0.020833333333333332,0.4583333333333333
Andrey Rublev,,Alexei Popyrin,Vs Opponent,62,0.5,0.04838709677419355,0.45161290322580644
Andrey Rublev,,Andy Murray,Vs Opponent,138,0.5,0.043478260869565216,0.45652173913043476
Andrey Rublev,,Arthur Cazaux,Vs Opponent,53,0.4339622641509434,0.0,0.5660377358490566
Andrey Rublev,,Arthur Fils,Vs Opponent,114,0.5350877192982456,0.02631578947368421,0.43859649122807015
Andrey Rublev,,Arthur Rinderknech,Vs Opponent,65,0.5076923076923077,0.0,0.49230769230769234
Andrey Rublev,,Benoit Paire,Vs Opponent,74,0.47297297297297297,0.013513513513513514,0.5135135135135135
Andrey Rublev,,Botic Van De Zandschulp,Vs Opponent,50,0.5,0.0,0.5
Andrey Rublev,,Brandon Nakashima,Vs Opponent,41,0.4146341463414634,0.0,0.5853658536585366
Andrey Rublev,,Cameron Norrie,Vs Opponent,83,0.37349397590361444,0.10843373493975904,0.5180722891566265
Andrey Rublev,,Carlos Alcaraz,Vs Opponent,147,0.5170068027210885,0.006802721088435374,0.47619047619047616
Andrey Rublev,,Casper Ruud,Vs Opponent,142,0.4084507042253521,0.02112676056338028,0.5704225352112676
Andrey Rublev,,Christopher Eubanks,Vs Opponent,127,0.5433070866141733,0.015748031496062992,0.4409448818897638
Andrey Rublev,,Cristian Garin,Vs Opponent,78,0.5256410256410257,0.02564102564102564,0.44871794871794873
Andrey Rublev,,Daniel Altmaier,Vs Opponent,51,0.47058823529411764,0.0,0.5294117647058824
Andrey Rublev,,Daniel Evans,Vs Opponent,72,0.4583333333333333,0.09722222222222222,0.4444444444444444
Andrey Rublev,,Daniil Medvedev,Vs Opponent,567,0.49382716049382713,0.03350970017636684,0.47266313932980597
Andrey Rublev,,Denis Shapovalov,Vs Opponent,188,0.5,0.09042553191489362,0.4095744680851064
Andrey Rublev,,Dominic Thiem,Vs Opponent,372,0.49731182795698925,0.08064516129032258,0.4220430107526882
Andrey Rublev,,Dusan Lajovic,Vs Opponent,100,0.49,0.08,0.43
Andrey Rublev,,Emil Ruusuvuori,Vs Opponent,254,0.41732283464566927,0.027559055118110236,0.5551181102362205
Andrey Rublev,,Fabian Marozsan,Vs Opponent,163,0.49693251533742333,0.012269938650306749,0.49079754601226994
Andrey Rublev,,Fabio Fognini,Vs Opponent,130,0.4307692307692308,0.007692307692307693,0.5615384615384615
Andrey Rublev,,Feliciano Lopez,Vs Opponent,74,0.44594594594594594,0.04054054054054054,0.5135135135135135
Andrey Rublev,,Felix Auger Aliassime,Vs Opponent,409,0.43276283618581907,0.08557457212713937,0.48166259168704156
Andrey Rublev,,Fernando Verdasco,Vs Opponent,68,0.4411764705882353,0.17647058823529413,0.38235294117647056
Andrey Rublev,,Filip Krajinovic,Vs Opponent,110,0.4727272727272727,0.02727272727272727,0.5
Andrey Rublev,,Frances Tiafoe,Vs Opponent,161,0.4472049689440994,0.049689440993788817,0.5031055900621118
Andrey Rublev,,Francisco Cerundolo,Vs Opponent,65,0.46153846153846156,0.015384615384615385,0.5230769230769231
Andrey Rublev,,Francisco Comesana,Vs Opponent,166,0.46987951807228917,0.030120481927710843,0.5
Andrey Rublev,,Grigor Dimitrov,Vs Opponent,288,0.3819444444444444,0.10069444444444445,0.5173611111111112
Andrey Rublev,,Guido Pella,Vs Opponent,51,0.47058823529411764,0.0,0.5294117647058824
Andrey Rublev,,Holger Rune,Vs Opponent,314,0.4872611464968153,0.022292993630573247,0.49044585987261147
Andrey Rublev,,Hubert Hurkacz,Vs Opponent,495,0.4404040404040404,0.06868686868686869,0.4909090909090909
Andrey Rublev,,Ivo Karlovic,Vs Opponent,87,0.4827586206896552,0.13793103448275862,0.3793103448275862
Andrey Rublev,,Jack Draper,Vs Opponent,132,0.5454545454545454,0.03787878787878788,0.4166666666666667
Andrey Rublev,,Jakub Mensik,Vs Opponent,67,0.5671641791044776,0.0,0.43283582089552236
Andrey Rublev,,Jan Lennard Struff,Vs Opponent,141,0.475177304964539,0.028368794326241134,0.49645390070921985
Andrey Rublev,,Jannik Sinner,Vs Opponent,589,0.5076400679117148,0.08828522920203735,0.40407470288624786
Andrey Rublev,,Jeremy Chardy,Vs Opponent,90,0.43333333333333335,0.15555555555555556,0.4111111111111111
Andrey Rublev,,Jiri Lehecka,Vs Opponent,197,0.48223350253807107,0.01015228426395939,0.5076142131979695
Andrey Rublev,,Jiri Vesely,Vs Opponent,58,0.4482758620689655,0.0,0.5517241379310345
Andrey Rublev,,Joao Fonseca,Vs Opponent,105,0.4666666666666667,0.0,0.5333333333333333
Andrey Rublev,,John Isner,Vs Opponent,122,0.4262295081967213,0.13114754098360656,0.4426229508196721
Andrey Rublev,,Lorenzo Sonego,Vs Opponent,47,0.5106382978723404,0.0425531914893617,0.44680851063829785
Andrey Rublev,,Marin Cilic,Vs Opponent,235,0.46808510638297873,0.06382978723404255,0.46808510638297873
Andrey Rublev,,Marton Fucsovics,Vs Opponent,154,0.5,0.01948051948051948,0.4805194805194805
Andrey Rublev,,Matteo Arnaldi,Vs Opponent,236,0.5550847457627118,0.0,0.4449152542372881
Andrey Rublev,,Matteo Berrettini,Vs Opponent,117,0.48717948717948717,0.03418803418803419,0.47863247863247865
Andrey Rublev,,Max Purcell,Vs Opponent,88,0.4659090909090909,0.045454545454545456,0.48863636363636365
Andrey Rublev,,Maxime Cressy,Vs Opponent,76,0.5131578947368421,0.0,0.4868421052631579
Andrey Rublev,,Miomir Kecmanovic,Vs Opponent,86,0.45348837209302323,0.011627906976744186,0.5348837209302325
Andrey Rublev,,Nikoloz Basilashvili,Vs Opponent,175,0.4857142857142857,0.02857142857142857,0.4857142857142857
Andrey Rublev,,Novak Djokovic,Vs Opponent,398,0.4723618090452261,0.035175879396984924,0.49246231155778897
Andrey Rublev,,Nuno Borges,Vs Opponent,96,0.53125,0.03125,0.4375
Andrey Rublev,,Pablo Carreno Busta,Vs Opponent,75,0.5066666666666667,0.02666666666666667,0.4666666666666667
Andrey Rublev,,Pedro Martinez,Vs Opponent,85,0.4588235294117647,0.0,0.5411764705882353
Andrey Rublev,,Quentin Halys,Vs Opponent,55,0.4727272727272727,0.0,0.5272727272727272
Andrey Rublev,,Rafael Nadal,Vs Opponent,58,0.41379310344827586,0.13793103448275862,0.4482758620689655
Andrey Rublev,,Richard Gasquet,Vs Opponent,48,0.5208333333333334,0.0,0.4791666666666667
Andrey Rublev,,Roberto Bautista Agut,Vs Opponent,193,0.48186528497409326,0.031088082901554404,0.48704663212435234
Andrey Rublev,,Robin Haase,Vs Opponent,146,0.541095890410959,0.0684931506849315,0.3904109589041096
Andrey Rublev,,Roger Federer,Vs Opponent,54,0.4444444444444444,0.09259259259259259,0.46296296296296297
Andrey Rublev,,Sebastian Baez,Vs Opponent,54,0.5,0.018518518518518517,0.48148148148148145
Andrey Rublev,,Stan Wawrinka,Vs Opponent,137,0.5255474452554745,0.0072992700729927005,0.46715328467153283
Andrey Rublev,,Stefanos Tsitsipas,Vs Opponent,289,0.4429065743944637,0.07612456747404844,0.4809688581314879
Andrey Rublev,,Tallon Griekspoor,Vs Opponent,43,0.5116279069767442,0.0,0.4883720930232558
Andrey Rublev,,Taro Daniel,Vs Opponent,47,0.5106382978723404,0.0,0.48936170212765956
Andrey Rublev,,Taylor Fritz,Vs Opponent,410,0.4926829268292683,0.03902439024390244,0.4682926829268293
Andrey Rublev,,Tennys Sandgren,Vs Opponent,42,0.5,0.023809523809523808,0.47619047619047616
Andrey Rublev,,Thiago Seyboth Wild,Vs Opponent,145,0.5241379310344828,0.006896551724137931,0.4689655172413793
Andrey Rublev,,Tomas Martin Etcheverry,Vs Opponent,56,0.4642857142857143,0.017857142857142856,0.5178571428571429
Andrey Rublev,,Tommy Paul,Vs Opponent,58,0.39655172413793105,0.0,0.603448275862069
Andrey Rublev,,Ugo Humbert,Vs Opponent,103,0.46601941747572817,0.009708737864077669,0.5242718446601942
Andrey Rublev,,Vasek Pospisil,Vs Opponent,55,0.34545454545454546,0.23636363636363636,0.41818181818181815
Andrey Rublev,,Yoshihito Nishioka,Vs Opponent,160,0.43125,0.0125,0.55625
Andrey Rublev,,Zhizhen Zhang,Vs Opponent,110,0.6,0.0,0.4
Andrey Rublev,,Zizou Bergs,Vs Opponent,68,0.47058823529411764,0.0,0.5294117647058824
Andy Murray,,Albert Ramos,Vs Opponent,84,0.5,0.05952380952380952,0.44047619047619047
Andy Murray,,Alejandro Davidovich Fokina,Vs Opponent,63,0.47619047619047616,0.07936507936507936,0.4444444444444444
Andy Murray,,Alex De Minaur,Vs Opponent,282,0.5283687943262412,0.0425531914893617,0.42907801418439717
Andy Murray,,Alexander Bublik,Vs Opponent,140,0.40714285714285714,0.12142857142857143,0.4714285714285714
Andy Murray,,Alexandr Dolgopolov,Vs Opponent,79,0.5443037974683544,0.06329113924050633,0.3924050632911392
Andy Murray,,Andrey Rublev,Vs Opponent,129,0.5348837209302325,0.06976744186046512,0.3953488372093023
Andy Murray,,Andy Roddick,Vs Opponent,601,0.5041597337770383,0.064891846921797,0.43094841930116473
Andy Murray,,Arnaud Clement,Vs Opponent,219,0.4474885844748858,0.0684931506849315,0.4840182648401826
Andy Murray,,Aslan Karatsev,Vs Opponent,53,0.6037735849056604,0.018867924528301886,0.37735849056603776
Andy Murray,,Benoit Paire,Vs Opponent,52,0.34615384615384615,0.09615384615384616,0.5576923076923077
Andy Murray,,Bernard Tomic,Vs Opponent,47,0.2765957446808511,0.10638297872340426,0.6170212765957447
Andy Murray,,Borna Coric,Vs Opponent,149,0.4429530201342282,0.040268456375838924,0.5167785234899329
Andy Murray,,Carlos Alcaraz,Vs Opponent,96,0.5416666666666666,0.052083333333333336,0.40625
Andy Murray,,Daniil Medvedev,Vs Opponent,164,0.5609756097560976,0.04878048780487805,0.3902439024390244
Andy Murray,,David Ferrer,Vs Opponent,720,0.5083333333333333,0.08333333333333333,0.4083333333333333
Andy Murray,,David Goffin,Vs Opponent,176,0.3352272727272727,0.09659090909090909,0.5681818181818182
Andy Murray,,David Nalbandian,Vs Opponent,48,0.7083333333333334,0.020833333333333332,0.2708333333333333
Andy Murray,,Denis Shapovalov,Vs Opponent,139,0.60431654676259,0.04316546762589928,0.35251798561151076
Andy Murray,,Dmitry Popko,Vs Opponent,50,0.5,0.02,0.48
Andy Murray,,Dominic Thiem,Vs Opponent,293,0.49829351535836175,0.09897610921501707,0.40273037542662116
Andy Murray,,Ernests Gulbis,Vs Opponent,50,0.28,0.12,0.6
Andy Murray,,Fabio Fognini,Vs Opponent,97,0.5773195876288659,0.030927835051546393,0.3917525773195876
Andy Murray,,Felix Auger Aliassime,Vs Opponent,95,0.4105263157894737,0.021052631578947368,0.5684210526315789
Andy Murray,,Fernando Gonzalez,Vs Opponent,75,0.5733333333333334,0.14666666666666667,0.28
Andy Murray,,Fernando Verdasco,Vs Opponent,534,0.36329588014981273,0.08426966292134831,0.552434456928839
Andy Murray,,Filippo Volandri,Vs Opponent,67,0.4626865671641791,0.22388059701492538,0.31343283582089554
Andy Murray,,Francisco Cerundolo,Vs Opponent,83,0.40963855421686746,0.12048192771084337,0.46987951807228917
Andy Murray,,Gael Monfils,Vs Opponent,75,0.48,0.05333333333333334,0.4666666666666667
Andy Murray,,George Bastl,Vs Opponent,63,0.42857142857142855,0.09523809523809523,0.47619047619047616
Andy Murray,,Gilles Simon,Vs Opponent,200,0.59,0.06,0.35
Andy Murray,,Gregoire Barrere,Vs Opponent,55,0.5272727272727272,0.09090909090909091,0.38181818181818183
Andy Murray,,Grigor Dimitrov,Vs Opponent,406,0.45073891625615764,0.06157635467980296,0.4876847290640394
Andy Murray,,Hubert Hurkacz,Vs Opponent,215,0.4790697674418605,0.07441860465116279,0.44651162790697674
Andy Murray,,Illya Marchenko,Vs Opponent,79,0.379746835443038,0.05063291139240506,0.569620253164557
Andy Murray,,Ivan Dodig,Vs Opponent,73,0.3561643835616438,0.0821917808219178,0.5616438356164384
Andy Murray,,Ivo Karlovic,Vs Opponent,301,0.4750830564784053,0.14285714285714285,0.38205980066445183
Andy Murray,,Jakub Mensik,Vs Opponent,116,0.5,0.02586206896551724,0.47413793103448276
Andy Murray,,Jarkko Nieminen,Vs Opponent,45,0.4,0.044444444444444446,0.5555555555555556
