player,unreturned_pct,ace_rate,short_point_pct,pressure_serve_win_pct,pressure_return_win_pct,style_cluster,style_label
James Trotter,0.015319865319865318,0.10723905723905724,0.33953570795676064,0.512202380952381,0.2728047740835465,2,All-Court Balanced
James Ward,0.010622710622710621,0.07287270383515627,0.3243580096930241,0.62953091952991,0.41061651713825625,2,All-Court Balanced
Jamie Morgan,0.008794371602174608,0.07035497281739686,0.48471446359436343,0.6811046511627907,0.25990853658536583,2,All-Court Balanced
Jan Choinski,0.002945701527261811,0.03760568719439127,0.23348501462516058,0.6373049465154729,0.2209173669467787,3,Counter-Puncher
Jan Gunnarsson,0.0,0.054196959682749506,0.2522682208736406,0.39871794871794874,0.35347744360902256,1,Baseline Grinder
Jan Hernych,0.0,0.017063492063492062,0.14163614163614163,0.5636111111111111,0.25774225774225773,1,Baseline Grinder
Jan Kodes,0.0,0.016141266141266142,0.26463126463126463,0.5643743469174504,0.14189593301435408,1,Baseline Grinder
Jan Kroslak,0.014756267902362405,0.07274650849466022,0.3301798408154885,0.5675863430478575,0.32924890350877195,2,All-Court Balanced
Jan Kumstat,0.007254301545640128,0.1929047694795726,0.45968411145576504,0.6588141025641026,0.49642857142857144,2,All-Court Balanced
Jan Lennard Struff,0.07539689418999174,0.11168465613535969,0.39848102323678025,0.6384230027663457,0.3493429315066283,0,Big-Serve Aggressor
Jan Michael Gambill,0.007634201221472195,0.11467356597100513,0.35810752115674815,0.4906267026261305,0.3853175333438491,2,All-Court Balanced
Jan Siemerink,0.019596160211850382,0.06997757152921007,0.45037534167623544,0.52909169613911,0.29190748464122446,2,All-Court Balanced
Janko Tipsarevic,0.008971840053277868,0.0660389199515111,0.30496642511789707,0.6141763202605168,0.3490681512262099,3,Counter-Puncher
Jannik Sinner,0.021326443493253376,0.07582503294168237,0.34862931499227773,0.6952848486981499,0.41332713576172203,2,All-Court Balanced
Jared Donaldson,0.0736418425012197,0.05470424091238166,0.32144377576568506,0.6547807704647375,0.4311067845314704,0,Big-Serve Aggressor
Jared Palmer,0.022151447946711065,0.05323096039123624,0.41049546276487536,0.6596706728943571,0.18820861375209202,2,All-Court Balanced
Jarkko Nieminen,0.002184077765473114,0.025833708481455987,0.24155401548182176,0.5754945957479136,0.24992690058479533,1,Baseline Grinder
Jarmere Jenkins,0.0,0.05277458859548412,0.2356113206859476,0.6858737572003472,0.34108831400535233,3,Counter-Puncher
Jason Jung,0.007738095238095238,0.03338800921470854,0.24000498158030306,0.7366138763197587,0.38647134115884113,3,Counter-Puncher
Jason Kubler,0.02380649988472085,0.05775439014839459,0.2853023314755906,0.562185599728781,0.37000114796778866,3,Counter-Puncher
Jason Stoltenberg,0.00711933359163115,0.049189483900400545,0.34938294823084104,0.5267101056584537,0.24744584617968238,1,Baseline Grinder
Jaume Munar,0.028932126802087992,0.03887258000695181,0.264013440730383,0.6037698327868224,0.3584997314468053,3,Counter-Puncher
Javier Barranco Cosano,0.0,0.04544600938967136,0.27541694612117146,0.6548645320197044,0.504345278781369,3,Counter-Puncher
Javier Sanchez,0.0,0.03505291005291005,0.26151394901394903,0.5451388888888888,0.4632352941176471,3,Counter-Puncher
