player_name,date,surface,player_type,player_rank,player_rank_points,r_bp_created_mean,r_bp_converted_mean,r_bp_faced_mean,r_bp_saved_mean,r_bp_conv_rate,r_bp_save_rate,r_win_rate,r_matches_played
Yosuke Watanuki,2024-10-02,Hard,All-Court Balanced,336.0,149.0,6.0,1.7,7.35,4.85,0.2833333333333333,0.6598639455782312,0.4,20.0
Yibing Wu,2024-10-02,Hard,Big-Serve Aggressor,560.0,63.0,5.7,2.45,7.25,4.1,0.4298245614035088,0.5655172413793104,0.4,20.0
Novak Djokovic,2024-10-02,Hard,All-Court Balanced,4.0,5560.0,9.6,3.55,4.25,2.9,0.3697916666666667,0.6823529411764706,0.9,20.0
Marc Andrea Huesler,2024-10-14,Hard,All-Court Balanced,152.0,383.0,4.4,1.75,7.0,4.9,0.3977272727272727,0.7,0.25,20.0
Elias Ymer,2024-10-14,Hard,Counter-Puncher,252.0,219.0,5.35,2.4,8.55,4.6,0.4485981308411215,0.5380116959064327,0.25,20.0
Thiago Agustin Tirante,2024-10-14,Hard,Counter-Puncher,121.0,484.0,6.75,2.375,6.375,3.5,0.35185185185185186,0.5490196078431373,0.5,16.0
Leo Borg,2024-10-14,Hard,Baseline Grinder,590.0,57.0,3.6666666666666665,1.3333333333333333,7.111111111111111,4.111111111111111,0.36363636363636365,0.578125,0.1111111111111111,9.0
Jaume Munar,2024-10-14,Hard,Counter-Puncher,65.0,844.0,9.8,3.25,8.8,5.05,0.33163265306122447,0.5738636363636364,0.3,20.0
Facundo Diaz Acosta,2024-10-14,Hard,Counter-Puncher,67.0,830.0,7.25,2.85,7.25,4.15,0.3931034482758621,0.5724137931034483,0.4,20.0
Alexey Vatutin,2024-10-14,Hard,Baseline Grinder,336.0,148.0,7.875,3.875,9.375,4.25,0.49206349206349204,0.4533333333333333,0.25,8.0
Dominik Koepfer,2024-10-14,Hard,Counter-Puncher,81.0,686.0,6.65,2.2,6.9,4.0,0.3308270676691729,0.5797101449275363,0.4,20.0
Damir Dzumhur,2024-10-14,Hard,Counter-Puncher,100.0,584.0,6.65,2.65,5.8,2.6,0.39849624060150374,0.4482758620689655,0.4,20.0
Coleman Wong,2024-10-14,Hard,All-Court Balanced,133.0,452.0,6.333333333333333,2.5555555555555554,4.888888888888889,2.888888888888889,0.40350877192982454,0.5909090909090909,0.5555555555555556,9.0
Mikhail Kukushkin,2024-10-14,Hard,Counter-Puncher,111.0,524.0,4.2,1.9,8.2,5.0,0.4523809523809524,0.6097560975609756,0.3,20.0
Timofey Skatov,2024-10-14,Hard,Counter-Puncher,192.0,299.0,6.285714285714286,2.5,8.571428571428571,4.857142857142857,0.3977272727272727,0.5666666666666667,0.42857142857142855,14.0
Benjamin Hassan,2024-10-14,Hard,All-Court Balanced,245.0,227.0,5.529411764705882,2.588235294117647,4.470588235294118,3.0,0.46808510638297873,0.6710526315789473,0.5882352941176471,17.0
Taro Daniel,2024-10-14,Hard,Counter-Puncher,89.0,636.0,4.0,1.5,6.9,3.6,0.375,0.5217391304347826,0.2,20.0
Maximilian Marterer,2024-10-14,Hard,All-Court Balanced,114.0,507.0,5.15,1.85,7.95,4.5,0.3592233009708738,0.5660377358490566,0.3,20.0
Borna Coric,2024-10-14,Hard,All-Court Balanced,96.0,595.0,4.95,1.9,6.8,4.25,0.3838383838383838,0.625,0.35,20.0
Aslan Karatsev,2024-10-14,Hard,Big-Serve Aggressor,139.0,425.0,5.4,1.95,6.3,3.65,0.3611111111111111,0.5793650793650794,0.35,20.0
Otto Virtanen,2024-10-14,Hard,All-Court Balanced,116.0,499.0,6.3,2.25,7.55,4.7,0.35714285714285715,0.6225165562913907,0.4,20.0
Daniel Evans,2024-10-14,Hard,Counter-Puncher,180.0,326.0,6.85,2.25,9.0,5.45,0.3284671532846715,0.6055555555555555,0.25,20.0
Aleksandar Vukic,2024-10-14,Hard,Big-Serve Aggressor,85.0,669.0,5.6,2.25,6.2,4.0,0.4017857142857143,0.6451612903225806,0.55,20.0
Felix Auger Aliassime,2024-10-21,Hard,Big-Serve Aggressor,19.0,2130.0,6.3,2.45,4.9,3.3,0.3888888888888889,0.673469387755102,0.55,20.0
Dominic Stricker,2024-10-21,Hard,All-Court Balanced,258.0,212.0,6.15,1.45,5.35,3.1,0.23577235772357724,0.5794392523364486,0.35,20.0
David Goffin,2024-10-21,Hard,Counter-Puncher,54.0,980.0,9.55,3.9,8.2,5.1,0.4083769633507853,0.6219512195121951,0.7,20.0
Alejandro Davidovich Fokina,2024-10-21,Hard,Counter-Puncher,62.0,860.0,7.9,3.4,8.25,5.25,0.43037974683544306,0.6363636363636364,0.45,20.0
Thiago Seyboth Wild,2024-10-21,Hard,Counter-Puncher,78.0,717.0,5.4,2.1,6.75,4.1,0.3888888888888889,0.6074074074074074,0.45,20.0
Kei Nishikori,2024-10-21,Hard,Counter-Puncher,141.0,418.0,7.8,2.45,6.95,4.15,0.3141025641025641,0.5971223021582733,0.5,20.0
Dominic Thiem,2024-10-21,Hard,All-Court Balanced,318.0,162.0,5.6,1.9,6.6,4.05,0.3392857142857143,0.6136363636363636,0.35,20.0
Gael Monfils,2024-10-21,Hard,All-Court Balanced,52.0,1010.0,6.6,2.35,6.8,4.35,0.3560606060606061,0.6397058823529411,0.55,20.0
Flavio Cobolli,2024-10-21,Hard,Big-Serve Aggressor,31.0,1482.0,6.2,2.45,7.8,5.05,0.3951612903225806,0.6474358974358975,0.65,20.0
Tommy Paul,2024-10-28,Hard,Big-Serve Aggressor,12.0,3180.0,8.85,3.35,6.35,4.3,0.3785310734463277,0.6771653543307087,0.65,20.0
Frances Tiafoe,2024-10-28,Hard,Big-Serve Aggressor,17.0,2585.0,7.4,2.7,6.0,4.05,0.36486486486486486,0.675,0.65,20.0
Hubert Hurkacz,2024-10-28,Hard,All-Court Balanced,14.0,2810.0,6.7,2.15,6.5,4.9,0.3208955223880597,0.7538461538461538,0.65,20.0
Tomas Machac,2024-10-28,Hard,Big-Serve Aggressor,25.0,1758.0,5.6,2.5,5.75,3.85,0.44642857142857145,0.6695652173913044,0.65,20.0
Zhizhen Zhang,2024-10-28,Hard,Big-Serve Aggressor,47.0,1145.0,5.15,1.75,4.1,2.05,0.33980582524271846,0.5,0.4,20.0
Matteo Arnaldi,2024-10-28,Hard,Big-Serve Aggressor,38.0,1335.0,6.8,3.05,7.85,4.5,0.4485294117647059,0.5732484076433121,0.45,20.0
Nicolas Jarry,2024-10-28,Hard,Big-Serve Aggressor,37.0,1365.0,4.55,1.55,7.95,5.45,0.34065934065934067,0.6855345911949685,0.4,20.0
Marcos Giron,2024-10-28,Hard,Big-Serve Aggressor,49.0,1105.0,6.35,2.45,5.9,3.6,0.3858267716535433,0.6101694915254238,0.55,20.0
Giovanni Mpetshi Perricard,2024-10-28,Hard,Big-Serve Aggressor,31.0,1519.0,3.0,1.15,4.35,3.1,0.38333333333333336,0.7126436781609196,0.55,20.0
Alejandro Tabilo,2024-10-28,Hard,Big-Serve Aggressor,22.0,2043.0,5.0,1.7,6.6,4.4,0.34,0.6666666666666666,0.3,20.0
Alexander Bublik,2024-10-28,Hard,Big-Serve Aggressor,33.0,1460.0,6.1,1.95,6.65,4.1,0.319672131147541,0.6165413533834586,0.35,20.0
Alexei Popyrin,2024-10-28,Hard,Big-Serve Aggressor,24.0,1775.0,7.1,2.55,5.9,4.05,0.3591549295774648,0.6864406779661016,0.7,20.0
Arthur Rinderknech,2024-10-28,Hard,Big-Serve Aggressor,60.0,872.0,6.65,2.0,6.15,4.05,0.3007518796992481,0.6585365853658537,0.55,20.0
Jack Draper,2024-10-28,Hard,Big-Serve Aggressor,15.0,2800.0,8.0,3.25,4.5,3.15,0.40625,0.7,0.75,20.0
Arthur Cazaux,2024-10-28,Hard,All-Court Balanced,85.0,678.0,5.85,2.35,6.0,3.65,0.4017094017094017,0.6083333333333333,0.4,20.0
Jordan Thompson,2024-10-28,Hard,All-Court Balanced,28.0,1571.0,6.4,2.75,5.75,3.45,0.4296875,0.6,0.65,20.0
Grigor Dimitrov,2024-10-28,Hard,Big-Serve Aggressor,9.0,3740.0,7.55,3.0,6.2,4.25,0.3973509933774834,0.6854838709677419,0.7,20.0
Stefanos Tsitsipas,2024-10-28,Hard,Big-Serve Aggressor,11.0,3325.0,5.8,2.35,5.0,3.2,0.4051724137931034,0.64,0.6,20.0
Karen Khachanov,2024-10-28,Hard,Big-Serve Aggressor,21.0,2225.0,7.6,2.95,4.85,2.7,0.3881578947368421,0.5567010309278351,0.7,20.0
Holger Rune,2024-10-28,Hard,Big-Serve Aggressor,13.0,3005.0,5.25,2.2,4.55,3.0,0.41904761904761906,0.6593406593406593,0.7,20.0
Ugo Humbert,2024-10-28,Hard,Big-Serve Aggressor,18.0,2385.0,7.25,2.9,4.65,3.1,0.4,0.6666666666666666,0.65,20.0
Roberto Bautista Agut,2024-11-04,Hard,Counter-Puncher,47.0,1151.0,6.95,2.75,7.8,5.2,0.39568345323741005,0.6666666666666666,0.65,20.0
Pedro Martinez,2024-11-04,Hard,Counter-Puncher,42.0,1270.0,6.5,2.4,7.7,4.1,0.36923076923076925,0.5324675324675324,0.35,20.0
Adrian Mannarino,2024-11-04,Hard,Counter-Puncher,54.0,1019.0,7.3,2.75,7.9,4.75,0.3767123287671233,0.6012658227848101,0.35,20.0
Thiago Monteiro,2024-11-04,Hard,Big-Serve Aggressor,100.0,609.0,4.65,1.75,5.45,3.7,0.3763440860215054,0.6788990825688074,0.45,20.0
Harold Mayot,2024-11-04,Hard,Counter-Puncher,107.0,567.0,5.157894736842105,2.1052631578947367,7.631578947368421,4.842105263157895,0.40816326530612246,0.6344827586206897,0.3684210526315789,19.0
Manuel Guinard,2024-11-04,Hard,Unknown,264.0,204.0,8.11111111111111,3.2222222222222223,11.88888888888889,8.0,0.3972602739726027,0.6728971962616822,0.4444444444444444,9.0
Roberto Carballes Baena,2024-11-04,Hard,Counter-Puncher,56.0,981.0,6.7,2.45,7.45,4.6,0.3656716417910448,0.6174496644295302,0.45,20.0
Alexander Shevchenko,2024-11-04,Hard,Big-Serve Aggressor,64.0,840.0,7.15,3.15,8.3,4.65,0.4405594405594406,0.5602409638554217,0.45,20.0
Sumit Nagal,2024-11-04,Hard,Counter-Puncher,83.0,697.0,7.15,2.3,9.4,5.65,0.32167832167832167,0.601063829787234,0.25,20.0
Gregoire Barrere,2024-11-04,Hard,Big-Serve Aggressor,166.0,362.0,6.7,2.6,7.9,5.05,0.3880597014925373,0.6392405063291139,0.35,20.0
Pierre Hugues Herbert,2024-11-04,Hard,Big-Serve Aggressor,127.0,471.0,6.85,2.4,7.65,4.65,0.35036496350364965,0.6078431372549019,0.35,20.0
Jesper De Jong,2024-11-04,Hard,All-Court Balanced,109.0,541.0,4.888888888888889,2.4444444444444446,9.555555555555555,5.444444444444445,0.5,0.5697674418604651,0.2222222222222222,9.0
Richard Gasquet,2024-11-04,Hard,Counter-Puncher,133.0,445.0,4.4,1.1,5.4,2.85,0.25,0.5277777777777778,0.2,20.0
Hugo Gaston,2024-11-04,Hard,Counter-Puncher,81.0,712.0,7.1,3.0,8.45,4.8,0.4225352112676056,0.5680473372781065,0.5,20.0
Lorenzo Sonego,2024-11-04,Hard,Big-Serve Aggressor,51.0,1046.0,5.95,2.0,4.5,2.85,0.33613445378151263,0.6333333333333333,0.5,20.0
Quentin Halys,2024-11-04,Hard,Big-Serve Aggressor,84.0,693.0,4.7,1.8,6.45,4.55,0.3829787234042553,0.7054263565891473,0.55,20.0
Bu Yunchaokete,2024-11-04,Hard,All-Court Balanced,72.0,749.0,5.625,2.4375,4.75,2.875,0.43333333333333335,0.6052631578947368,0.625,16.0
Zizou Bergs,2024-11-04,Hard,Big-Serve Aggressor,61.0,886.0,7.45,2.6,5.9,3.65,0.348993288590604,0.6186440677966102,0.55,20.0
Corentin Moutet,2024-11-04,Hard,Counter-Puncher,66.0,804.0,8.45,3.45,9.95,5.9,0.40828402366863903,0.592964824120603,0.4,20.0
Benjamin Bonzi,2024-11-04,Hard,Big-Serve Aggressor,124.0,473.0,7.05,2.25,7.45,4.35,0.3191489361702128,0.5838926174496645,0.35,20.0
Cameron Norrie,2024-11-04,Hard,Counter-Puncher,57.0,962.0,5.25,2.5,6.45,4.2,0.47619047619047616,0.6511627906976745,0.5,20.0
Marton Fucsovics,2024-11-04,Hard,Counter-Puncher,91.0,629.0,6.0,2.5,6.7,4.15,0.4166666666666667,0.6194029850746269,0.45,20.0
Miomir Kecmanovic,2024-11-04,Hard,Counter-Puncher,53.0,1021.0,7.55,2.7,6.45,3.5,0.3576158940397351,0.5426356589147286,0.45,20.0
Luciano Darderi,2024-11-04,Hard,Big-Serve Aggressor,43.0,1248.0,6.2,2.35,8.05,4.8,0.3790322580645161,0.5962732919254659,0.3,20.0
Alexandre Muller,2024-11-04,Hard,Counter-Puncher,68.0,790.0,6.8,2.75,8.15,4.9,0.40441176470588236,0.6012269938650306,0.45,20.0
James Duckworth,2024-11-04,Hard,Big-Serve Aggressor,77.0,731.0,3.95,1.3,6.0,3.95,0.3291139240506329,0.6583333333333333,0.35,20.0
Pavel Kotov,2024-11-04,Hard,Counter-Puncher,75.0,745.0,6.3,2.6,9.4,6.2,0.4126984126984127,0.6595744680851063,0.4,20.0
Brandon Nakashima,2024-11-04,Hard,Big-Serve Aggressor,37.0,1350.0,5.45,1.85,5.2,3.8,0.3394495412844037,0.7307692307692307,0.6,20.0
Fabio Fognini,2024-11-04,Hard,Counter-Puncher,74.0,745.0,6.15,2.8,7.8,4.65,0.45528455284552843,0.5961538461538461,0.45,20.0
Mariano Navone,2024-11-04,Hard,Counter-Puncher,45.0,1198.0,5.35,2.25,8.65,5.2,0.4205607476635514,0.6011560693641619,0.25,20.0
Stan Wawrinka,2024-11-04,Hard,All-Court Balanced,148.0,391.0,5.1,1.85,4.75,2.8,0.3627450980392157,0.5894736842105263,0.4,20.0
Nuno Borges,2024-11-04,Hard,Big-Serve Aggressor,33.0,1446.0,7.95,3.1,7.1,4.25,0.389937106918239,0.5985915492957746,0.55,20.0
Marin Cilic,2024-11-04,Hard,All-Court Balanced,196.0,298.0,5.85,2.2,6.45,4.05,0.37606837606837606,0.627906976744186,0.4,20.0
Tomas Martin Etcheverry,2024-11-04,Hard,Counter-Puncher,39.0,1315.0,7.1,2.4,6.95,4.45,0.3380281690140845,0.6402877697841727,0.5,20.0
Aleksandar Kovacevic,2024-11-04,Hard,All-Court Balanced,101.0,607.0,5.05,1.65,7.05,4.8,0.32673267326732675,0.6808510638297872,0.3,20.0
Roman Safiullin,2024-11-04,Hard,Big-Serve Aggressor,60.0,898.0,6.95,2.75,6.5,4.0,0.39568345323741005,0.6153846153846154,0.5,20.0
Dusan Lajovic,2024-11-04,Hard,Counter-Puncher,86.0,685.0,7.5,3.25,9.1,5.8,0.43333333333333335,0.6373626373626373,0.5,20.0
Duje Ajdukovic,2024-11-04,Hard,All-Court Balanced,115.0,506.0,6.357142857142857,2.642857142857143,5.571428571428571,2.2142857142857144,0.4157303370786517,0.3974358974358974,0.35714285714285715,14.0
Christopher Oconnell,2024-11-04,Hard,Counter-Puncher,71.0,765.0,5.65,1.7,5.45,3.25,0.3008849557522124,0.5963302752293578,0.4,20.0
Lukas Klein,2024-11-04,Hard,All-Court Balanced,153.0,380.0,6.85,2.05,6.05,3.75,0.29927007299270075,0.6198347107438017,0.45,20.0
Fabian Marozsan,2024-11-04,Hard,Big-Serve Aggressor,59.0,930.0,6.3,2.65,8.05,4.45,0.42063492063492064,0.5527950310559007,0.4,20.0
Jiri Lehecka,2024-11-04,Hard,Big-Serve Aggressor,31.0,1560.0,6.1,2.0,6.1,4.0,0.32786885245901637,0.6557377049180327,0.55,20.0
Laslo Djere,2024-11-04,Hard,All-Court Balanced,141.0,419.0,6.75,2.8,8.05,5.15,0.4148148148148148,0.639751552795031,0.4,20.0
Hamad Medjedovic,2024-11-04,Hard,Big-Serve Aggressor,156.0,378.0,6.5,2.1,6.1,4.4,0.3230769230769231,0.7213114754098361,0.65,20.0
Andrey Rublev,2024-11-11,Hard,Big-Serve Aggressor,8.0,3760.0,8.5,3.15,6.65,4.45,0.37058823529411766,0.6691729323308271,0.55,20.0
Daniil Medvedev,2024-11-11,Hard,Big-Serve Aggressor,4.0,4830.0,8.55,3.45,6.2,3.9,0.40350877192982454,0.6290322580645161,0.55,20.0
Alexander Zverev,2024-11-11,Hard,Big-Serve Aggressor,2.0,7315.0,7.3,2.75,4.25,3.05,0.3767123287671233,0.7176470588235294,0.8,20.0
Casper Ruud,2024-11-11,Hard,Big-Serve Aggressor,7.0,3855.0,5.55,2.25,5.25,3.2,0.40540540540540543,0.6095238095238096,0.45,20.0
Rafael Nadal,2024-11-19,Hard,Counter-Puncher,154.0,380.0,7.45,3.4,6.9,3.95,0.4563758389261745,0.572463768115942,0.6,20.0
Carlos Alcaraz,2024-11-19,Hard,Big-Serve Aggressor,3.0,7010.0,7.3,2.75,3.7,2.4,0.3767123287671233,0.6486486486486487,0.75,20.0
Gabriel Diallo,2024-11-20,Hard,Big-Serve Aggressor,86.0,643.0,7.4,2.8,6.5,3.95,0.3783783783783784,0.6076923076923076,0.5,20.0
Denis Shapovalov,2024-11-20,Hard,Big-Serve Aggressor,56.0,981.0,6.3,2.75,3.8,2.45,0.4365079365079365,0.6447368421052632,0.7,20.0
Francisco Cerundolo,2024-11-21,Hard,Counter-Puncher,30.0,1620.0,5.9,2.5,6.7,4.2,0.423728813559322,0.6268656716417911,0.5,20.0
Lorenzo Musetti,2024-11-21,Hard,Counter-Puncher,17.0,2600.0,7.7,2.65,6.8,3.75,0.34415584415584416,0.5514705882352942,0.6,20.0
Sebastian Baez,2024-11-21,Hard,Counter-Puncher,27.0,1690.0,7.4,2.45,8.55,5.35,0.3310810810810811,0.6257309941520468,0.4,20.0
Ben Shelton,2024-11-21,Hard,Big-Serve Aggressor,21.0,2330.0,4.85,1.95,4.8,3.85,0.4020618556701031,0.8020833333333334,0.65,20.0
Taylor Fritz,2024-11-21,Hard,Big-Serve Aggressor,4.0,5100.0,5.65,2.25,5.25,3.6,0.39823008849557523,0.6857142857142857,0.65,20.0
Daniel Altmaier,2024-11-22,Hard,Big-Serve Aggressor,88.0,640.0,6.4,2.45,6.85,3.85,0.3828125,0.5620437956204379,0.4,20.0
Jan Lennard Struff,2024-11-22,Hard,Big-Serve Aggressor,43.0,1240.0,6.8,2.1,6.8,4.65,0.3088235294117647,0.6838235294117647,0.6,20.0
Thanasi Kokkinakis,2024-11-23,Hard,All-Court Balanced,77.0,716.0,6.9,2.1,6.4,4.05,0.30434782608695654,0.6328125,0.5,20.0
Alex De Minaur,2024-11-23,Hard,Counter-Puncher,9.0,3745.0,7.3,3.65,6.8,4.05,0.5,0.5955882352941176,0.6,20.0
Botic Van De Zandschulp,2024-11-24,Hard,Counter-Puncher,80.0,712.0,6.9,2.8,7.45,4.7,0.4057971014492754,0.6308724832214765,0.45,20.0
Matteo Berrettini,2024-11-24,Hard,Big-Serve Aggressor,35.0,1380.0,5.8,2.25,4.8,3.3,0.3879310344827586,0.6875,0.65,20.0
Jannik Sinner,2024-11-24,Hard,All-Court Balanced,1.0,11830.0,7.25,2.95,3.5,2.8,0.4068965517241379,0.8,0.95,20.0
Tallon Griekspoor,2024-11-24,Hard,All-Court Balanced,40.0,1280.0,5.15,1.9,4.0,2.6,0.36893203883495146,0.65,0.55,20.0
Juncheng Shang,2024-12-18,Hard,Counter-Puncher,50.0,1115.0,7.65,2.8,6.8,4.35,0.3660130718954248,0.6397058823529411,0.55,20.0
Arthur Fils,2024-12-18,Hard,Big-Serve Aggressor,20.0,2355.0,6.6,2.25,5.5,3.6,0.3409090909090909,0.6545454545454545,0.6,20.0
Jakub Mensik,2024-12-18,Hard,Big-Serve Aggressor,48.0,1136.0,7.85,2.95,6.75,4.0,0.37579617834394907,0.5925925925925926,0.55,20.0
Alex Michelsen,2024-12-18,Hard,Counter-Puncher,41.0,1245.0,6.15,2.9,6.15,3.8,0.4715447154471545,0.6178861788617886,0.65,20.0
Luca Van Assche,2024-12-18,Hard,Counter-Puncher,128.0,471.0,6.25,2.15,7.15,4.25,0.344,0.5944055944055944,0.3,20.0
Joao Fonseca,2024-12-18,Hard,Big-Serve Aggressor,145.0,409.0,7.684210526315789,2.736842105263158,5.2631578947368425,3.0526315789473686,0.3561643835616438,0.58,0.5789473684210527,19.0
Learner Tien,2024-12-18,Hard,Counter-Puncher,122.0,493.0,6.909090909090909,2.6363636363636362,10.545454545454545,6.7272727272727275,0.3815789473684211,0.6379310344827587,0.5454545454545454,11.0
