server_name,returner_name,surface,axis,value,n_points,top_choice,top_prob,second_choice,second_prob,exploit_gap
Pablo Carreno Busta,Grigor Dimitrov,Clay,Vs Opponent On Surface,5.331960689395132,65,Body,0.47692307692307695,T,0.3230769230769231,0.15384615384615385
Pablo Carreno Busta,Hubert Hurkacz,Hard,Vs Opponent On Surface,4.948892999029264,70,T,0.4142857142857143,Wide,0.4,0.01428571428571429
Pablo Carreno Busta,Jannik Sinner,Hard,Vs Opponent On Surface,7.012851378574592,141,Wide,0.5177304964539007,T,0.2765957446808511,0.2411347517730496
Pablo Carreno Busta,Karen Khachanov,Hard,Vs Opponent On Surface,13.252429391684473,55,Wide,0.509090909090909,T,0.38181818181818183,0.1272727272727272
Pablo Carreno Busta,Marin Cilic,Hard,Vs Opponent On Surface,3.0315326094687456,104,Wide,0.4230769230769231,T,0.3557692307692308,0.06730769230769229
Pablo Carreno Busta,Matteo Berrettini,Hard,Vs Opponent On Surface,7.768193394086831,211,T,0.43601895734597157,Wide,0.41232227488151657,0.023696682464455
Pablo Carreno Busta,Maxime Cressy,Hard,Vs Opponent On Surface,0.42296889820773176,153,Wide,0.3790849673202614,Body,0.3137254901960784,0.065359477124183
Pablo Carreno Busta,Nick Kyrgios,Grass,Vs Opponent On Surface,16.373164708720832,57,Wide,0.5263157894736842,T,0.38596491228070173,0.14035087719298245
Pablo Carreno Busta,Novak Djokovic,Clay,Vs Opponent On Surface,5.952957284896265,95,Wide,0.5052631578947369,Body,0.2736842105263158,0.23157894736842105
Pablo Carreno Busta,Novak Djokovic,Hard,Vs Opponent On Surface,11.219934101116124,149,Wide,0.5234899328859061,T,0.3422818791946309,0.18120805369127518
Pablo Carreno Busta,Rafael Nadal,Clay,Vs Opponent On Surface,7.846280927495042,73,Wide,0.4931506849315068,T,0.3424657534246575,0.1506849315068493
Pablo Carreno Busta,Rafael Nadal,Hard,Vs Opponent On Surface,3.6482886564617845,61,Wide,0.45901639344262296,T,0.3114754098360656,0.14754098360655737
Pablo Carreno Busta,Stan Wawrinka,Hard,Vs Opponent On Surface,13.188829548620873,57,Wide,0.5964912280701754,T,0.21052631578947367,0.38596491228070173
Pablo Carreno Busta,Stefanos Tsitsipas,Clay,Vs Opponent On Surface,0.8789142225870239,63,T,0.3968253968253968,Body,0.31746031746031744,0.07936507936507936
Pablo Carreno Busta,Stefanos Tsitsipas,Hard,Vs Opponent On Surface,9.05332826969386,92,Wide,0.4673913043478261,T,0.391304347826087,0.07608695652173914
Pablo Carreno Busta,Tallon Griekspoor,Hard,Vs Opponent On Surface,6.285832268530934,159,Wide,0.46540880503144655,T,0.3584905660377358,0.10691823899371072
Pablo Carreno Busta,Teymuraz Gabashvili,Clay,Vs Opponent On Surface,23.286230762623482,71,Wide,0.647887323943662,T,0.2676056338028169,0.3802816901408451
Pablo Carreno Busta,Tommy Paul,Hard,Vs Opponent On Surface,12.341412112461281,64,Wide,0.53125,T,0.34375,0.1875
Pablo Cuevas,Aljaz Bedene,Clay,Vs Opponent On Surface,37.312682456617466,53,Wide,0.5471698113207547,T,0.4528301886792453,0.09433962264150941
Pablo Cuevas,David Goffin,Hard,Vs Opponent On Surface,24.564664383503,78,Wide,0.5,T,0.46153846153846156,0.038461538461538436
Pablo Cuevas,Elias Ymer,Clay,Vs Opponent On Surface,6.6033933769485635,40,Wide,0.475,T,0.35,0.125
Pablo Cuevas,Feliciano Lopez,Hard,Vs Opponent On Surface,8.486195346610137,76,Wide,0.4473684210526316,T,0.40789473684210525,0.03947368421052633
Pablo Cuevas,Grigor Dimitrov,Clay,Vs Opponent On Surface,13.43315308727827,49,Wide,0.46938775510204084,T,0.42857142857142855,0.04081632653061229
Pablo Cuevas,Juan Ignacio Londero,Clay,Vs Opponent On Surface,21.547297980672354,47,T,0.574468085106383,Wide,0.3617021276595745,0.21276595744680854
Pablo Cuevas,Rafael Nadal,Hard,Vs Opponent On Surface,21.222109101416507,85,T,0.5411764705882353,Wide,0.4,0.14117647058823524
Pablo Cuevas,Renzo Olivo,Clay,Vs Opponent On Surface,11.0628962384551,68,Wide,0.5147058823529411,T,0.35294117647058826,0.16176470588235287
Pablo Cuevas,Roger Federer,Clay,Vs Opponent On Surface,8.8165496348519,74,Wide,0.4864864864864865,T,0.36486486486486486,0.12162162162162166
Pablo Cuevas,Sam Querrey,Grass,Vs Opponent On Surface,8.199524543022562,95,Wide,0.4421052631578947,T,0.4105263157894737,0.03157894736842104
Pablo Llamas Ruiz,Hubert Hurkacz,Clay,Vs Opponent On Surface,25.84786158798075,72,Wide,0.5833333333333334,T,0.375,0.20833333333333337
Paolo Cane,Jonas Svensson,Clay,Vs Opponent On Surface,3.8819279771091897,47,Wide,0.46808510638297873,T,0.2978723404255319,0.17021276595744683
Paolo Lorenzi,Alexander Zverev,Grass,Vs Opponent On Surface,28.767441890977896,46,Wide,0.5,T,0.4782608695652174,0.021739130434782594
Paolo Lorenzi,Bernard Tomic,Clay,Vs Opponent On Surface,22.686139664517068,106,Wide,0.5,T,0.4528301886792453,0.047169811320754707
Paolo Lorenzi,Brayden Schnur,Hard,Vs Opponent On Surface,10.033511708148357,115,Wide,0.4608695652173913,T,0.40869565217391307,0.05217391304347824
Paolo Lorenzi,Daniil Medvedev,Grass,Vs Opponent On Surface,9.069346291174895,100,T,0.46,Wide,0.4,0.06
Paolo Lorenzi,Mauricio Echazu,Clay,Vs Opponent On Surface,7.823601928668255,55,T,0.4909090909090909,Wide,0.34545454545454546,0.14545454545454545
Paolo Lorenzi,Miomir Kecmanovic,Hard,Vs Opponent On Surface,19.136123375573,199,Wide,0.48743718592964824,T,0.4472361809045226,0.040201005025125636
Paolo Lorenzi,Rafael Nadal,Hard,Vs Opponent On Surface,6.79057290213434,48,Wide,0.4583333333333333,T,0.375,0.08333333333333331
Paradorn Srichaphan,James Blake,Hard,Vs Opponent On Surface,10.160893736610333,70,T,0.5142857142857142,Wide,0.34285714285714286,0.17142857142857137
Paradorn Srichaphan,Lleyton Hewitt,Hard,Vs Opponent On Surface,31.598346878079585,75,Wide,0.5333333333333333,T,0.4533333333333333,0.08000000000000002
Paradorn Srichaphan,Mark Philippoussis,Hard,Vs Opponent On Surface,24.230997328762317,105,Wide,0.5714285714285714,T,0.38095238095238093,0.19047619047619047
Paradorn Srichaphan,Rafael Nadal,Grass,Vs Opponent On Surface,14.825528350787797,71,Wide,0.5211267605633803,T,0.38028169014084506,0.1408450704225352
Paradorn Srichaphan,Roger Federer,Hard,Vs Opponent On Surface,26.124250235066427,158,Wide,0.4873417721518987,T,0.4810126582278481,0.006329113924050611
Pat Cash,Boris Becker,Grass,Vs Opponent On Surface,0.6001208329343921,150,Wide,0.36,T,0.36,0.0
Pat Cash,Guillermo Vilas,Grass,Vs Opponent On Surface,2.1919505364165204,82,T,0.43902439024390244,Wide,0.2804878048780488,0.15853658536585363
Pat Cash,Ivan Lendl,Grass,Vs Opponent On Surface,8.733000105039846,168,Wide,0.5416666666666666,T,0.2619047619047619,0.2797619047619047
Pat Cash,Ivan Lendl,Hard,Vs Opponent On Surface,20.144768479226183,303,Wide,0.5247524752475248,T,0.41254125412541254,0.11221122112211224
Pat Cash,Jimmy Connors,Grass,Vs Opponent On Surface,16.018670858403283,67,Wide,0.5223880597014925,T,0.3880597014925373,0.13432835820895517
Pat Cash,John Mcenroe,Grass,Vs Opponent On Surface,9.935140110950137,236,Wide,0.5,T,0.3601694915254237,0.1398305084745763
Pat Cash,Marcel Freeman,Grass,Vs Opponent On Surface,0.8068184869675421,65,Wide,0.38461538461538464,T,0.3384615384615385,0.046153846153846156
Pat Cash,Mats Wilander,Grass,Vs Opponent On Surface,1.6574830777350225,77,T,0.38961038961038963,Wide,0.36363636363636365,0.025974025974025983
Pat Cash,Mats Wilander,Hard,Vs Opponent On Surface,9.06472093404862,173,Wide,0.5202312138728323,T,0.3179190751445087,0.20231213872832365
Pat Cash,Stefan Edberg,Grass,Vs Opponent On Surface,3.039946782381464,271,Wide,0.4575645756457565,Body,0.28044280442804426,0.17712177121771222
Pat Cash,Stefan Edberg,Hard,Vs Opponent On Surface,0.5541654156664966,100,T,0.38,Wide,0.33,0.04999999999999999
Patrick Brady,Emilio Nava,Hard,Vs Opponent On Surface,1.1424591600544542,49,Body,0.40816326530612246,T,0.30612244897959184,0.10204081632653061
Patrick Kaukovalta,Milos Raonic,Hard,Vs Opponent On Surface,17.41935444456849,58,Wide,0.5517241379310345,T,0.3620689655172414,0.1896551724137931
Patrick Kypson,Aleksandar Kovacevic,Hard,Vs Opponent On Surface,3.5370949390013395,62,Wide,0.46774193548387094,Body,0.27419354838709675,0.1935483870967742
Patrick Kypson,Ethan Quinn,Hard,Vs Opponent On Surface,15.169356925036793,59,Wide,0.5423728813559322,T,0.3559322033898305,0.1864406779661017
Patrick Mcenroe,Boris Becker,Hard,Vs Opponent On Surface,11.342244517112743,124,T,0.532258064516129,Wide,0.33064516129032256,0.20161290322580644
Patrick Mcenroe,Jimmy Connors,Hard,Vs Opponent On Surface,5.999430364733927,170,Wide,0.45294117647058824,T,0.37058823529411766,0.08235294117647057
Patrick Rafter,Alex Corretja,Hard,Vs Opponent On Surface,0.3232702711442714,61,Wide,0.36065573770491804,Body,0.3442622950819672,0.016393442622950838
Patrick Rafter,Andre Agassi,Grass,Vs Opponent On Surface,15.232946784455182,425,Wide,0.5152941176470588,T,0.3905882352941176,0.12470588235294117
Patrick Rafter,Andre Agassi,Hard,Vs Opponent On Surface,7.545673248939444,510,Wide,0.4666666666666667,T,0.37450980392156863,0.09215686274509804
Patrick Rafter,Andrei Pavel,Hard,Vs Opponent On Surface,13.75248197681107,80,Wide,0.475,T,0.425,0.04999999999999999
Patrick Rafter,Boris Becker,Grass,Vs Opponent On Surface,4.433919188165946,57,Wide,0.40350877192982454,T,0.40350877192982454,0.0
Patrick Rafter,Fabrice Santoro,Hard,Vs Opponent On Surface,29.26355708535141,50,T,0.5,Wide,0.48,0.020000000000000018
Patrick Rafter,Goran Ivanisevic,Grass,Vs Opponent On Surface,19.657960300052046,137,Wide,0.5255474452554745,T,0.40875912408759124,0.11678832116788324
Patrick Rafter,Greg Rusedski,Hard,Vs Opponent On Surface,8.802777627856296,100,Wide,0.49,T,0.36,0.13
Patrick Rafter,Gustavo Kuerten,Clay,Vs Opponent On Surface,24.316791709502183,89,Wide,0.6067415730337079,T,0.33707865168539325,0.26966292134831465
Patrick Rafter,Jonas Bjorkman,Hard,Vs Opponent On Surface,1.399047015592303,91,Body,0.4065934065934066,Wide,0.32967032967032966,0.07692307692307693
Patrick Rafter,Lleyton Hewitt,Hard,Vs Opponent On Surface,16.035212686890286,119,Wide,0.4789915966386555,T,0.4369747899159664,0.04201680672268909
Patrick Rafter,Magnus Larsson,Hard,Vs Opponent On Surface,14.772388363160482,93,Wide,0.5698924731182796,T,0.3118279569892473,0.2580645161290323
Patrick Rafter,Marc Rosset,Grass,Vs Opponent On Surface,4.67880733988657,137,Wide,0.41605839416058393,T,0.39416058394160586,0.021897810218978075
Patrick Rafter,Mark Philippoussis,Hard,Vs Opponent On Surface,9.873354328611917,82,Wide,0.47560975609756095,T,0.3902439024390244,0.08536585365853655
Patrick Rafter,Martin Damm Sr,Grass,Vs Opponent On Surface,11.311589100262287,50,Wide,0.56,T,0.28,0.28
Patrick Rafter,Michael Chang,Hard,Vs Opponent On Surface,1.2106939735389455,81,Wide,0.38271604938271603,T,0.35802469135802467,0.024691358024691357
Patrick Rafter,Pete Sampras,Grass,Vs Opponent On Surface,6.360606286858639,111,Wide,0.4774774774774775,T,0.34234234234234234,0.13513513513513514
Patrick Rafter,Pete Sampras,Hard,Vs Opponent On Surface,7.939371493001657,430,Wide,0.4813953488372093,T,0.36046511627906974,0.12093023255813956
Patrick Rafter,Petr Korda,Hard,Vs Opponent On Surface,12.891785249772846,270,T,0.48148148148148145,Wide,0.4111111111111111,0.07037037037037036
Patrick Rafter,Richard Krajicek,Hard,Vs Opponent On Surface,4.996068261489461,56,Wide,0.48214285714285715,T,0.30357142857142855,0.1785714285714286
Patrick Rafter,Roger Federer,Grass,Vs Opponent On Surface,10.292708784193493,94,Wide,0.4574468085106383,T,0.4148936170212766,0.04255319148936171
Patrick Rafter,Sergi Bruguera,Clay,Vs Opponent On Surface,1.8795218677980507,214,T,0.411214953271028,Wide,0.3411214953271028,0.07009345794392524
Patrick Rafter,Stefan Edberg,Clay,Vs Opponent On Surface,27.83701990776941,95,T,0.5789473684210527,Wide,0.3894736842105263,0.18947368421052635
Patrick Rafter,Stefan Edberg,Hard,Vs Opponent On Surface,8.31536297408093,103,Wide,0.42718446601941745,T,0.42718446601941745,0.0
Patrick Rafter,Thomas Enqvist,Grass,Vs Opponent On Surface,15.878818685564145,92,Wide,0.5,T,0.41304347826086957,0.08695652173913043
Patrick Rafter,Tim Henman,Hard,Vs Opponent On Surface,18.241826623559888,42,Wide,0.5,T,0.42857142857142855,0.07142857142857145
Patrick Rafter,Yevgeny Kafelnikov,Hard,Vs Opponent On Surface,10.854267582892307,90,Wide,0.5111111111111111,T,0.35555555555555557,0.1555555555555555
Paul Annacone,John Mcenroe,Hard,Vs Opponent On Surface,9.614926633938392,104,T,0.46153846153846156,Wide,0.40384615384615385,0.05769230769230771
Paul Capdeville,Roger Federer,Hard,Vs Opponent On Surface,19.13633844171595,82,Wide,0.5487804878048781,T,0.3780487804878049,0.1707317073170732
Paul Chamberlin,Boris Becker,Grass,Vs Opponent On Surface,0.2569365458840456,57,Wide,0.3508771929824561,T,0.3508771929824561,0.0
Paul Haarhuis,Jimmy Connors,Hard,Vs Opponent On Surface,11.225416830385115,101,T,0.44554455445544555,Wide,0.43564356435643564,0.00990099009900991
Paul Haarhuis,Stefan Edberg,Hard,Vs Opponent On Surface,4.098063170682186,136,T,0.4117647058823529,Wide,0.3897058823529412,0.022058823529411742
Paul Henri Mathieu,Grigor Dimitrov,Hard,Vs Opponent On Surface,22.058257110952873,74,Wide,0.5405405405405406,T,0.40540540540540543,0.13513513513513514
Paul Henri Mathieu,Kei Nishikori,Clay,Vs Opponent On Surface,14.148014583139956,92,Wide,0.5760869565217391,T,0.29347826086956524,0.2826086956521739
Paul Henri Mathieu,Marat Safin,Clay,Vs Opponent On Surface,27.264352874225175,99,Wide,0.6767676767676768,T,0.25252525252525254,0.42424242424242425
Paul Henri Mathieu,Mikhail Youzhny,Clay,Vs Opponent On Surface,22.93373590677865,128,Wide,0.515625,T,0.4375,0.078125
Paul Henri Mathieu,Nikolay Davydenko,Clay,Vs Opponent On Surface,37.69413970335407,61,Wide,0.6885245901639344,T,0.29508196721311475,0.39344262295081966
Paul Henri Mathieu,Novak Djokovic,Hard,Vs Opponent On Surface,25.747247575573606,85,Wide,0.6588235294117647,T,0.27058823529411763,0.38823529411764707
Paul Henri Mathieu,Rafael Nadal,Hard,Vs Opponent On Surface,37.77565496825853,58,Wide,0.5689655172413793,T,0.43103448275862066,0.13793103448275867
Paul Jubb,Christopher Eubanks,Clay,Vs Opponent On Surface,4.951581804376115,110,Wide,0.44545454545454544,T,0.36363636363636365,0.08181818181818179
Paul Jubb,Gijs Brouwer,Hard,Vs Opponent On Surface,0.08730048668698087,116,Wide,0.35344827586206895,T,0.3275862068965517,0.025862068965517238
Paul Jubb,Nick Kyrgios,Grass,Vs Opponent On Surface,2.4342140142619817,144,Body,0.4444444444444444,T,0.2847222222222222,0.1597222222222222
Paul Jubb,Thiago Seyboth Wild,Grass,Vs Opponent On Surface,7.50725040697785,170,Wide,0.4647058823529412,T,0.3764705882352941,0.08823529411764708
Pavel Kotov,Andrea Vavassori,Hard,Vs Opponent On Surface,11.538512607201334,51,Wide,0.47058823529411764,T,0.4117647058823529,0.05882352941176472
Pavel Kotov,Botic Van De Zandschulp,Clay,Vs Opponent On Surface,22.67012881091527,104,Wide,0.6538461538461539,T,0.25,0.40384615384615385
Pavel Kotov,Emil Ruusuvuori,Hard,Vs Opponent On Surface,8.221348521564309,62,Wide,0.532258064516129,T,0.27419354838709675,0.25806451612903225
Pavel Kotov,Hubert Hurkacz,Hard,Vs Opponent On Surface,10.41095155958589,47,Wide,0.46808510638297873,T,0.40425531914893614,0.06382978723404259
Pavel Kotov,Jannik Sinner,Clay,Vs Opponent On Surface,7.329638911988557,155,Wide,0.4838709677419355,T,0.34838709677419355,0.13548387096774195
Pavel Kotov,Tallon Griekspoor,Hard,Vs Opponent On Surface,18.473512025311443,58,Wide,0.4827586206896552,T,0.4482758620689655,0.03448275862068967
Pavel Tsoy,Nikola Milojevic,Hard,Vs Opponent On Surface,2.792048108918921,54,T,0.4074074074074074,Wide,0.37037037037037035,0.037037037037037035
Pedja Krstin,Albert Montanes,Clay,Vs Opponent On Surface,19.656192091606563,61,T,0.5245901639344263,Wide,0.4098360655737705,0.11475409836065575
Pedro Araujo,Alex Marti Pujolras,Clay,Vs Opponent On Surface,7.655618359851902,59,Wide,0.423728813559322,T,0.423728813559322,0.0
Pedro Cachin,Brandon Holt,Hard,Vs Opponent On Surface,19.74777781368506,146,T,0.4794520547945205,Wide,0.4589041095890411,0.020547945205479423
Pedro Cachin,Cameron Norrie,Clay,Vs Opponent On Surface,24.100294978561053,48,Wide,0.5208333333333334,T,0.4375,0.08333333333333337
Pedro Cachin,Francesco Maestrelli,Clay,Vs Opponent On Surface,13.177299684530276,77,T,0.4675324675324675,Wide,0.42857142857142855,0.038961038961038974
Pedro Cachin,Jesper De Jong,Hard,Vs Opponent On Surface,5.498902017396956,99,T,0.4444444444444444,Wide,0.37373737373737376,0.07070707070707066
Pedro Cachin,Juan Ignacio Londero,Clay,Vs Opponent On Surface,29.23075997216499,86,T,0.5581395348837209,Wide,0.4186046511627907,0.1395348837209302
Pedro Cachin,Karim Mohamed Maamoun,Clay,Vs Opponent On Surface,29.359517628434993,51,Wide,0.49019607843137253,T,0.49019607843137253,0.0
Pedro Martinez,Alexander Zverev,Clay,Vs Opponent On Surface,16.68112226799755,63,Wide,0.4603174603174603,T,0.4603174603174603,0.0
Pedro Martinez,Alexander Zverev,Hard,Vs Opponent On Surface,23.852556473564835,72,T,0.5,Wide,0.4583333333333333,0.041666666666666685
Pedro Martinez,Alexei Popyrin,Hard,Vs Opponent On Surface,3.7135700018925966,70,Wide,0.44285714285714284,T,0.34285714285714286,0.09999999999999998
Pedro Martinez,Andrey Rublev,Clay,Vs Opponent On Surface,29.18562787274923,96,Wide,0.5208333333333334,T,0.4583333333333333,0.06250000000000006
Pedro Martinez,Arthur Fils,Clay,Vs Opponent On Surface,24.100294978561053,48,Wide,0.5208333333333334,T,0.4375,0.08333333333333337
Pedro Martinez,Carlos Alcaraz,Clay,Vs Opponent On Surface,20.59154613430001,62,Wide,0.6290322580645161,T,0.27419354838709675,0.3548387096774194
Pedro Martinez,Carlos Alcaraz,Hard,Vs Opponent On Surface,21.99270264698785,57,Wide,0.5263157894736842,T,0.42105263157894735,0.10526315789473684
Pedro Martinez,Casper Ruud,Clay,Vs Opponent On Surface,9.746186603742013,101,Wide,0.5148514851485149,T,0.33663366336633666,0.1782178217821782
Pedro Martinez,Diego Schwartzman,Clay,Vs Opponent On Surface,0.7158758667251908,49,Wide,0.3877551020408163,T,0.32653061224489793,0.06122448979591838
Pedro Martinez,Dominik Koepfer,Hard,Vs Opponent On Surface,12.223660555354465,86,T,0.5,Wide,0.38372093023255816,0.11627906976744184
Pedro Martinez,Federico Delbonis,Hard,Vs Opponent On Surface,7.015480035182042,136,Wide,0.4485294117647059,T,0.3897058823529412,0.05882352941176472
Pedro Martinez,Gael Monfils,Hard,Vs Opponent On Surface,26.791731455285717,103,Wide,0.5922330097087378,T,0.36893203883495146,0.22330097087378636
Pedro Martinez,Hubert Hurkacz,Clay,Vs Opponent On Surface,11.511756247965522,206,Wide,0.5339805825242718,T,0.3300970873786408,0.20388349514563103
Pedro Martinez,Hubert Hurkacz,Hard,Vs Opponent On Surface,9.83285751742866,78,Wide,0.5,T,0.358974358974359,0.14102564102564102
Pedro Martinez,Jannik Sinner,Clay,Vs Opponent On Surface,27.855867990481563,46,Wide,0.6304347826086957,T,0.32608695652173914,0.30434782608695654
Pedro Martinez,Jannik Sinner,Grass,Vs Opponent On Surface,1.1591942626305696,77,Wide,0.4025974025974026,Body,0.3246753246753247,0.07792207792207795
Pedro Martinez,Jaume Munar,Hard,Vs Opponent On Surface,10.119313765246773,85,Wide,0.4588235294117647,T,0.4117647058823529,0.047058823529411764
Pedro Martinez,Karim Mohamed Maamoun,Clay,Vs Opponent On Surface,16.507370612830783,98,Wide,0.4897959183673469,T,0.42857142857142855,0.06122448979591838
Pedro Martinez,Maks Kasnikowski,Hard,Vs Opponent On Surface,8.485251484187096,147,T,0.47619047619047616,Wide,0.3741496598639456,0.10204081632653056
Pedro Martinez,Mohamed Safwat,Clay,Vs Opponent On Surface,37.70325652252995,53,Wide,0.5660377358490566,T,0.4339622641509434,0.13207547169811318
Pedro Martinez,Nicolas Jarry,Clay,Vs Opponent On Surface,30.35859179973063,60,T,0.5166666666666667,Wide,0.4666666666666667,0.050000000000000044
Pedro Martinez,Radu Albot,Clay,Vs Opponent On Surface,8.131824360993601,44,Wide,0.5227272727272727,Body,0.29545454545454547,0.22727272727272724
Pedro Martinez,Sebastian Baez,Clay,Vs Opponent On Surface,1.800925802407749,95,Wide,0.37894736842105264,T,0.37894736842105264,0.0
Pedro Martinez,Soon Woo Kwon,Hard,Vs Opponent On Surface,2.7264938637015956,63,T,0.3968253968253968,Wide,0.38095238095238093,0.015873015873015872
Pedro Martinez,Tallon Griekspoor,Clay,Vs Opponent On Surface,5.154588081117451,153,T,0.41830065359477125,Wide,0.39869281045751637,0.019607843137254888
Pedro Martinez,Taro Daniel,Hard,Vs Opponent On Surface,2.1163974535502006,58,Wide,0.41379310344827586,T,0.3448275862068966,0.06896551724137928
Pedro Sousa,Karim Mohamed Maamoun,Clay,Vs Opponent On Surface,40.001353469101716,54,T,0.6296296296296297,Wide,0.37037037037037035,0.2592592592592593
Pedro Sousa,Thiago Monteiro,Clay,Vs Opponent On Surface,38.077153586466984,50,Wide,0.58,T,0.42,0.15999999999999998
Pete Sampras,Albert Costa,Hard,Vs Opponent On Surface,37.38173594066064,49,T,0.5510204081632653,Wide,0.4489795918367347,0.10204081632653056
Pete Sampras,Alex Corretja,Hard,Vs Opponent On Surface,25.56066180346829,248,Wide,0.5362903225806451,T,0.4274193548387097,0.10887096774193544
Pete Sampras,Alexander Volkov,Hard,Vs Opponent On Surface,33.1692773886871,76,T,0.5921052631578947,Wide,0.39473684210526316,0.19736842105263153
Pete Sampras,Amos Mansdorf,Hard,Vs Opponent On Surface,18.18864804969903,105,T,0.5904761904761905,Wide,0.3142857142857143,0.2761904761904762
Pete Sampras,Andre Agassi,Clay,Vs Opponent On Surface,33.80004829978485,151,T,0.6688741721854304,Wide,0.304635761589404,0.36423841059602646
Pete Sampras,Andre Agassi,Grass,Vs Opponent On Surface,37.83902549202433,175,T,0.5714285714285714,Wide,0.42857142857142855,0.14285714285714285
Pete Sampras,Andre Agassi,Hard,Vs Opponent On Surface,20.108281123939086,2273,T,0.49538055433348,Wide,0.44434667839859215,0.05103387593488784
Pete Sampras,Andrei Chesnokov,Clay,Vs Opponent On Surface,30.437873886798915,148,T,0.6418918918918919,Wide,0.32432432432432434,0.31756756756756754
Pete Sampras,Andres Gomez,Hard,Vs Opponent On Surface,27.744529274302423,62,Wide,0.5806451612903226,T,0.3870967741935484,0.19354838709677424
Pete Sampras,Andrew Foster,Grass,Vs Opponent On Surface,15.423414605128382,78,T,0.5769230769230769,Wide,0.3076923076923077,0.26923076923076916
Pete Sampras,Andy Roddick,Hard,Vs Opponent On Surface,16.0971109063061,138,T,0.5434782608695652,Wide,0.36231884057971014,0.18115942028985504
Pete Sampras,Bob Bryan,Grass,Vs Opponent On Surface,7.762599978324458,44,T,0.4772727272727273,Wide,0.36363636363636365,0.11363636363636365
Pete Sampras,Boris Becker,Clay,Vs Opponent On Surface,16.464048240079176,74,T,0.5540540540540541,Wide,0.35135135135135137,0.2027027027027027
Pete Sampras,Boris Becker,Grass,Vs Opponent On Surface,27.980711141046278,291,T,0.5979381443298969,Wide,0.36769759450171824,0.23024054982817865
Pete Sampras,Boris Becker,Hard,Vs Opponent On Surface,14.548004472570831,850,T,0.5223529411764706,Wide,0.3764705882352941,0.14588235294117646
Pete Sampras,Brad Gilbert,Hard,Vs Opponent On Surface,29.24215167487757,132,T,0.553030303030303,Wide,0.42424242424242425,0.12878787878787873
Pete Sampras,Byron Black,Grass,Vs Opponent On Surface,24.44952094461692,123,T,0.5284552845528455,Wide,0.43089430894308944,0.09756097560975607
Pete Sampras,Carlos Moya,Hard,Vs Opponent On Surface,26.09497321162818,126,T,0.5793650793650794,Wide,0.38095238095238093,0.19841269841269848
Pete Sampras,Cedric Pioline,Grass,Vs Opponent On Surface,15.94227060673229,74,T,0.5405405405405406,Wide,0.36486486486486486,0.1756756756756757
Pete Sampras,Cedric Pioline,Hard,Vs Opponent On Surface,31.107956722558395,68,T,0.5294117647058824,Wide,0.45588235294117646,0.0735294117647059
Pete Sampras,Chris Woodruff,Hard,Vs Opponent On Surface,31.348365752919026,68,Wide,0.5441176470588235,T,0.4411764705882353,0.1029411764705882
Pete Sampras,Daniel Vacek,Grass,Vs Opponent On Surface,21.492571543209106,76,Wide,0.4868421052631579,T,0.4605263157894737,0.026315789473684237
Pete Sampras,Dominik Hrbaty,Hard,Vs Opponent On Surface,33.376660086886346,134,T,0.5,Wide,0.4925373134328358,0.007462686567164201
Pete Sampras,Felix Mantilla,Clay,Vs Opponent On Surface,12.06674127316486,89,Wide,0.4606741573033708,T,0.42696629213483145,0.03370786516853935
Pete Sampras,Goran Ivanisevic,Grass,Vs Opponent On Surface,29.780414408367218,483,T,0.6004140786749482,Wide,0.37267080745341613,0.2277432712215321
Pete Sampras,Goran Ivanisevic,Hard,Vs Opponent On Surface,26.8776142304325,444,T,0.5653153153153153,Wide,0.4009009009009009,0.1644144144144144
Pete Sampras,Greg Rusedski,Grass,Vs Opponent On Surface,28.310640232524765,80,Wide,0.5375,T,0.4375,0.09999999999999998
Pete Sampras,Greg Rusedski,Hard,Vs Opponent On Surface,23.45575469159811,275,T,0.5963636363636363,Wide,0.34545454545454546,0.25090909090909086
Pete Sampras,Gustavo Kuerten,Hard,Vs Opponent On Surface,22.55501685208087,278,Wide,0.5323741007194245,T,0.4172661870503597,0.11510791366906475
Pete Sampras,Guy Forget,Grass,Vs Opponent On Surface,35.47965905441518,66,T,0.6515151515151515,Wide,0.3333333333333333,0.3181818181818182
Pete Sampras,Guy Forget,Hard,Vs Opponent On Surface,19.942987797725454,309,T,0.5307443365695793,Wide,0.4045307443365696,0.1262135922330097
Pete Sampras,Hendrik Dreekmann,Grass,Vs Opponent On Surface,15.576221203925511,89,T,0.5056179775280899,Wide,0.4044943820224719,0.101123595505618
Pete Sampras,Ivan Lendl,Hard,Vs Opponent On Surface,15.415358232633825,406,T,0.5197044334975369,Wide,0.3866995073891626,0.13300492610837433
Pete Sampras,Jaime Yzaga,Hard,Vs Opponent On Surface,22.599789521718037,160,Wide,0.53125,T,0.41875,0.11249999999999999
Pete Sampras,Jamie Morgan,Grass,Vs Opponent On Surface,26.039011785354372,90,T,0.6,Wide,0.35555555555555557,0.2444444444444444
Pete Sampras,Jan Siemerink,Hard,Vs Opponent On Surface,38.73983807106558,40,T,0.6,Wide,0.4,0.19999999999999996
Pete Sampras,Jared Palmer,Grass,Vs Opponent On Surface,33.833743398529656,195,T,0.6666666666666666,Wide,0.3076923076923077,0.3589743589743589
Pete Sampras,Jim Courier,Clay,Vs Opponent On Surface,29.316172141497866,151,T,0.5033112582781457,Wide,0.4768211920529801,0.026490066225165587
