server_name,returner_name,surface,axis,value,n_points,top_choice,top_prob,second_choice,second_prob,exploit_gap
Aaron Krickstein,,,Overall,12.989740871722821,779,T,0.46598202824133506,Wide,0.4287548138639281,0.03722721437740695
Abedallah Shelbayh,,,Overall,8.325904593776446,138,Wide,0.4782608695652174,T,0.3695652173913043,0.10869565217391308
Adam Pavlasek,,,Overall,15.902131518524776,186,T,0.5268817204301075,Wide,0.3817204301075269,0.14516129032258063
Adam Walton,,,Overall,22.84138356482359,170,T,0.5117647058823529,Wide,0.4411764705882353,0.07058823529411762
Adrian Andreev,,,Overall,26.07716162436344,589,Wide,0.5076400679117148,T,0.4601018675721562,0.04753820033955858
Adrian Garcia,,,Overall,19.271212423481575,117,Wide,0.5897435897435898,T,0.3247863247863248,0.26495726495726496
Adrian Mannarino,,,Overall,18.69936326053847,5236,Wide,0.5498472116119175,T,0.3737585943468296,0.1760886172650879
Adrian Voinea,,,Overall,0.8840528567781392,40,T,0.4,Wide,0.3,0.10000000000000003
Adriano Panatta,,,Overall,3.6329879348175775,353,Wide,0.46742209631728043,T,0.28611898016997167,0.18130311614730876
Adrien Bossel,,,Overall,18.75279183048344,41,T,0.5365853658536586,Wide,0.3902439024390244,0.14634146341463417
Agustin Calleri,,,Overall,10.881210870740343,82,Wide,0.5609756097560976,T,0.2682926829268293,0.29268292682926833
Agustin Velotti,,,Overall,23.833527531690347,44,Wide,0.5454545454545454,T,0.4090909090909091,0.1363636363636363
Aisam Ul Haq Qureshi,,,Overall,8.045900623191638,90,Wide,0.4777777777777778,T,0.36666666666666664,0.11111111111111116
Akira Santillan,,,Overall,12.23554436865304,54,T,0.46296296296296297,Wide,0.42592592592592593,0.037037037037037035
Alan Mackin,,,Overall,0.4133784602651902,65,Body,0.36923076923076925,Wide,0.3384615384615385,0.03076923076923077
Albano Olivetti,,,Overall,13.682195209083602,60,Wide,0.4666666666666667,T,0.43333333333333335,0.033333333333333326
Albert Costa,,,Overall,14.469437445384859,728,Wide,0.5315934065934066,T,0.364010989010989,0.1675824175824176
Albert Montanes,,,Overall,14.8531188507119,134,Wide,0.5149253731343284,T,0.3880597014925373,0.12686567164179108
Albert Ramos,,,Overall,14.847150221747274,2002,T,0.46003996003996006,Wide,0.4485514485514486,0.011488511488511488
Alberto Berasategui,,,Overall,13.729884045372586,317,T,0.5047318611987381,Wide,0.3911671924290221,0.11356466876971605
Alberto Mancini,,,Overall,7.462440942133863,295,Wide,0.46440677966101696,T,0.376271186440678,0.08813559322033898
Alberto Martin,,,Overall,12.816867993648417,75,T,0.4666666666666667,Wide,0.4266666666666667,0.03999999999999998
Alejandro Davidovich Fokina,,,Overall,2.4015485854168572,4829,Wide,0.41064402567819425,T,0.357216815075585,0.05342721060260924
Alejandro Falla,,,Overall,11.811932317187035,568,T,0.5052816901408451,Wide,0.3732394366197183,0.1320422535211268
Alejandro Gonzalez,,,Overall,0.6173059768402989,93,T,0.3655913978494624,Wide,0.3548387096774194,0.010752688172043001
Alejandro Lopez Escribano,,,Overall,2.3703605409676975,61,Wide,0.39344262295081966,Body,0.3770491803278688,0.016393442622950838
Alejandro Moro Canas,,,Overall,4.572681299432013,199,T,0.40703517587939697,Wide,0.4020100502512563,0.00502512562814067
Alejandro Tabilo,,,Overall,10.360946493051893,1652,Wide,0.48365617433414043,T,0.3855932203389831,0.09806295399515735
Aleksandar Kovacevic,,,Overall,22.37445542339923,568,T,0.5105633802816901,Wide,0.44014084507042256,0.07042253521126757
Aleksandar Vukic,,,Overall,18.49920339117418,1114,Wide,0.48922800718132853,T,0.44165170556552963,0.0475763016157989
Aleksandr Nedovyesov,,,Overall,4.924515381383488,151,Wide,0.48344370860927155,T,0.2980132450331126,0.18543046357615894
Aleksandre Metreveli,,,Overall,13.860631448426819,96,Wide,0.5104166666666666,T,0.3854166666666667,0.12499999999999994
Alessandro Giannessi,,,Overall,6.708764977758486,156,Wide,0.47435897435897434,T,0.3525641025641026,0.12179487179487175
Alex Barrena,,,Overall,10.843424952411052,49,Wide,0.5714285714285714,T,0.22448979591836735,0.346938775510204
Alex Bogdanovic,,,Overall,10.936508518036536,66,Wide,0.4393939393939394,T,0.4393939393939394,0.0
Alex Bogomolov Jr,,,Overall,11.410683170849856,50,T,0.48,Wide,0.4,0.07999999999999996
Alex Bolt,,,Overall,26.458434187545432,264,Wide,0.48484848484848486,T,0.48484848484848486,0.0
Alex Corretja,,,Overall,8.85144418129763,1814,Wide,0.5033076074972437,T,0.34178610804851156,0.16152149944873212
Alex De Minaur,,,Overall,6.504045651314283,9455,Wide,0.4321523003701745,T,0.40169222633527235,0.03046007403490214
Alex Kuznetsov,,,Overall,11.593989846397601,53,T,0.5283018867924528,Wide,0.33962264150943394,0.18867924528301888
Alex Marti Pujolras,,,Overall,3.5712281377803468,47,Wide,0.46808510638297873,Body,0.2765957446808511,0.19148936170212766
Alex Michelsen,,,Overall,8.495449119002874,1295,Wide,0.5057915057915058,T,0.3328185328185328,0.17297297297297298
Alex Molcan,,,Overall,6.745023619825464,902,T,0.4844789356984479,Wide,0.33813747228381374,0.14634146341463417
Alex Radulescu,,,Overall,12.946914787601715,161,Wide,0.4658385093167702,T,0.42857142857142855,0.03726708074534163
Alexander Blockx,,,Overall,15.114948420955276,154,Wide,0.525974025974026,T,0.37662337662337664,0.14935064935064934
Alexander Bublik,,,Overall,17.500352872329007,6546,T,0.47586312251756796,Wide,0.44958753437213567,0.026275588145432294
Alexander Cozbinov,,,Overall,9.823843242989538,114,Wide,0.5526315789473685,Body,0.2631578947368421,0.2894736842105264
Alexander Popp,,,Overall,6.274060195757825,142,T,0.4647887323943662,Wide,0.3591549295774648,0.10563380281690138
Alexander Ritschard,,,Overall,1.276207488864567,62,T,0.3870967741935484,Wide,0.3548387096774194,0.032258064516129004
Alexander Shevchenko,,,Overall,18.008991015102783,1257,Wide,0.5107398568019093,T,0.4152744630071599,0.09546539379474933
Alexander Vasilenko,,,Overall,4.84421983162433,43,Wide,0.4883720930232558,T,0.27906976744186046,0.20930232558139533
Alexander Volkov,,,Overall,9.168729967411016,312,Wide,0.44871794871794873,T,0.41346153846153844,0.0352564102564103
Alexander Waske,,,Overall,3.6297248318292508,58,T,0.46551724137931033,Wide,0.29310344827586204,0.1724137931034483
Alexander Zverev,,,Overall,18.378779013625145,14130,T,0.48018400566171265,Wide,0.4503892427459306,0.029794762915782036
Alexandr Dolgopolov,,,Overall,22.389423147606603,1931,Wide,0.6172967374417401,T,0.3091662351113413,0.3081305023303988
Alexandre Muller,,,Overall,11.134634674039,933,Wide,0.4694533762057878,T,0.40943193997856375,0.060021436227224056
Alexandre Penaud,,,Overall,9.918026173451766,54,Wide,0.5185185185185185,Body,0.3333333333333333,0.18518518518518517
Alexei Popyrin,,,Overall,17.720282220515493,2618,Wide,0.48739495798319327,T,0.43888464476699773,0.04851031321619553
Alexis Galarneau,,,Overall,8.704846834399738,301,Wide,0.5016611295681063,T,0.34219269102990035,0.15946843853820591
Aljaz Bedene,,,Overall,20.964547164809133,2179,T,0.5268471776044057,Wide,0.4148692060578247,0.11197797154658101
Altug Celikbilek,,,Overall,6.104197655902633,53,Wide,0.5094339622641509,T,0.2641509433962264,0.24528301886792453
Alvaro Guillen Meza,,,Overall,32.34076684696979,273,T,0.5311355311355311,Wide,0.45787545787545786,0.07326007326007328
Amir Weintraub,,,Overall,10.687744822053224,78,T,0.48717948717948717,Wide,0.38461538461538464,0.10256410256410253
Amos Mansdorf,,,Overall,12.79533033855288,103,T,0.46601941747572817,Wide,0.42718446601941745,0.03883495145631072
Anders Jarryd,,,Overall,20.833593320146203,106,Wide,0.5,T,0.44339622641509435,0.05660377358490565
Andre Agassi,,,Overall,20.381770836860646,18945,Wide,0.5453153866455529,T,0.3901821060965954,0.15513328054895748
Andrea Arnaboldi,,,Overall,9.427383610511708,86,Wide,0.5116279069767442,T,0.3372093023255814,0.17441860465116282
Andrea Collarini,,,Overall,0.965038030281895,52,Wide,0.38461538461538464,T,0.34615384615384615,0.03846153846153849
Andrea Gaudenzi,,,Overall,4.176630780629409,244,Wide,0.46311475409836067,T,0.319672131147541,0.14344262295081966
Andrea Pellegrino,,,Overall,3.467606483478858,135,Wide,0.45925925925925926,T,0.3037037037037037,0.15555555555555556
Andrea Vavassori,,,Overall,17.151364068026066,323,Wide,0.4891640866873065,T,0.43343653250773995,0.05572755417956654
Andreas Haider Maurer,,,Overall,8.61879881189389,343,T,0.4402332361516035,Wide,0.41690962099125367,0.02332361516034981
Andreas Seppi,,,Overall,22.740332439985178,2304,Wide,0.4826388888888889,T,0.4709201388888889,0.01171875
Andreas Vinciguerra,,,Overall,16.482290936722087,61,T,0.4918032786885246,Wide,0.4262295081967213,0.0655737704918033
Andrei Cherkasov,,,Overall,6.960494955662188,237,T,0.42616033755274263,Wide,0.41350210970464135,0.012658227848101278
Andrei Chesnokov,,,Overall,4.581369650101353,1281,Wide,0.4527712724434036,T,0.34660421545667447,0.10616705698672912
Andrei Medvedev,,,Overall,22.80164089488279,872,Wide,0.5951834862385321,T,0.34288990825688076,0.25229357798165136
Andrei Pavel,,,Overall,21.961610793871333,613,Wide,0.49592169657422513,T,0.4535073409461664,0.04241435562805873
Andrei Stoliarov,,,Overall,4.426977075444238,98,T,0.41836734693877553,Wide,0.3877551020408163,0.030612244897959218
Andrej Martin,,,Overall,12.169917892669801,170,T,0.4647058823529412,Wide,0.4235294117647059,0.041176470588235314
Andres Gomez,,,Overall,23.690299026938234,628,T,0.5318471337579618,Wide,0.42356687898089174,0.10828025477707004
Andrew Castle,,,Overall,8.359403235483875,122,T,0.45901639344262296,Wide,0.39344262295081966,0.0655737704918033
Andrew Foster,,,Overall,18.30290524853494,86,T,0.47674418604651164,Wide,0.45348837209302323,0.023255813953488413
Andrew Harris,,,Overall,17.32017134422662,55,T,0.5636363636363636,Wide,0.34545454545454546,0.21818181818181814
Andrey Golubev,,,Overall,12.63509852562259,297,Wide,0.5084175084175084,T,0.3771043771043771,0.13131313131313133
Andrey Kuznetsov,,,Overall,7.8770016558903695,235,T,0.4595744680851064,Wide,0.3872340425531915,0.07234042553191489
Andrey Rublev,,,Overall,23.1507737541082,12474,T,0.47795414462081126,Wide,0.4775533108866442,0.0004008337341670498
Andy Murray,,,Overall,16.753075375158065,21069,Wide,0.4699321277706583,T,0.45104181498884616,0.018890312781812135
Andy Roddick,,,Overall,17.58020284259717,9680,T,0.4836776859504132,Wide,0.44194214876033056,0.04173553719008266
Ante Pavic,,,Overall,15.612896035003121,81,Wide,0.4691358024691358,T,0.4444444444444444,0.024691358024691357
Antoine Bellier,,,Overall,10.511686963821242,119,Wide,0.46218487394957986,T,0.4117647058823529,0.050420168067226934
Antoine Escoffier,,,Overall,6.212342555176886,133,Wide,0.45112781954887216,T,0.37593984962406013,0.07518796992481203
Antoine Hoang,,,Overall,10.41095155958589,47,T,0.46808510638297873,Wide,0.40425531914893614,0.06382978723404259
Antonio Veic,,,Overall,17.752561681071445,53,T,0.5094339622641509,Wide,0.41509433962264153,0.09433962264150941
Aristotelis Thanos,,,Overall,2.1459791719369514,47,Wide,0.3829787234042553,T,0.3829787234042553,0.0
Arklon Huertas Del Pino,,,Overall,4.987065427795933,83,Wide,0.4939759036144578,Body,0.25301204819277107,0.24096385542168675
Arnaud Boetsch,,,Overall,10.354481779760526,227,T,0.5154185022026432,Wide,0.3436123348017621,0.17180616740088106
Arnaud Clement,,,Overall,19.509364734340227,1106,Wide,0.5036166365280289,T,0.4321880650994575,0.0714285714285714
Arnaud Di Pasquale,,,Overall,15.59451305526257,57,Wide,0.5614035087719298,T,0.3333333333333333,0.22807017543859648
Arthur Ashe,,,Overall,19.468488295459707,393,Wide,0.4910941475826972,T,0.44529262086513993,0.04580152671755727
Arthur Cazaux,,,Overall,24.000804096642558,1003,Wide,0.4965104685942173,T,0.4626121635094716,0.03389830508474573
Arthur Fery,,,Overall,15.54362549931162,207,Wide,0.5362318840579711,T,0.3671497584541063,0.16908212560386476
Arthur Fils,,,Overall,22.613294050917087,4083,Wide,0.5395542493264757,T,0.4095028165564536,0.13005143277002207
Arthur Rinderknech,,,Overall,13.168782283465719,1557,Wide,0.45215157353885677,T,0.4444444444444444,0.007707129094412346
Aslan Karatsev,,,Overall,10.758271460760781,2307,Wide,0.5006501950585176,T,0.3684438664932813,0.1322063285652363
Attila Balazs,,,Overall,6.890811127254592,303,Wide,0.43564356435643564,T,0.40264026402640263,0.033003300330033014
Axel Michon,,,Overall,30.003590439164075,51,T,0.5490196078431373,Wide,0.43137254901960786,0.11764705882352944
Balazs Taroczy,,,Overall,5.621349776109108,145,Wide,0.4413793103448276,T,0.3793103448275862,0.06206896551724139
Baptiste Crepatte,,,Overall,14.207184883499991,102,Wide,0.49019607843137253,T,0.4117647058823529,0.0784313725490196
Beibit Zhukayev,,,Overall,16.593058778009386,109,T,0.5045871559633027,Wide,0.41284403669724773,0.091743119266055
Ben Shelton,,,Overall,9.548270683123928,3769,Wide,0.4844786415494826,T,0.37596179357919873,0.10851684797028388
Benjamin Balleret,,,Overall,22.749311428573982,45,Wide,0.6666666666666666,T,0.2222222222222222,0.4444444444444444
Benjamin Becker,,,Overall,13.061492019872635,201,T,0.5223880597014925,Wide,0.36318407960199006,0.15920398009950243
Benjamin Bonzi,,,Overall,15.452979129441891,937,T,0.4695837780149413,Wide,0.4429028815368196,0.026680896478121663
Benjamin Hassan,,,Overall,17.97854895742893,62,Wide,0.6129032258064516,T,0.27419354838709675,0.33870967741935487
Benoit Paire,,,Overall,22.89794141259427,3525,Wide,0.5790070921985816,T,0.36425531914893616,0.21475177304964543
Bernabe Zapata Miralles,,,Overall,13.874524342244388,796,Wide,0.5301507537688442,T,0.36055276381909546,0.16959798994974878
Bernard Tomic,,,Overall,18.535836508376025,2434,Wide,0.5550534100246508,T,0.36606409202958096,0.18898931799506985
Bill Scanlon,,,Overall,20.080353982620213,89,Wide,0.550561797752809,T,0.38202247191011235,0.16853932584269665
Billy Harris,,,Overall,13.98049155050619,167,Wide,0.5449101796407185,T,0.3413173652694611,0.20359281437125742
Bjorn Borg,,,Overall,16.17034161242833,1938,Wide,0.49226006191950467,T,0.4236326109391125,0.06862745098039219
Bjorn Fratangelo,,,Overall,14.596433651153207,109,T,0.5229357798165137,Wide,0.3761467889908257,0.14678899082568803
Bjorn Phau,,,Overall,8.5148650267453,146,Wide,0.4383561643835616,T,0.4178082191780822,0.020547945205479423
Blaz Kavcic,,,Overall,10.826264170057254,317,Wide,0.4605678233438486,T,0.416403785488959,0.04416403785488959
Blaz Rola,,,Overall,24.672341887925153,151,Wide,0.5298013245033113,T,0.4304635761589404,0.09933774834437092
Bob Bryan,,,Overall,11.477970234434288,59,T,0.4745762711864407,Wide,0.4067796610169492,0.06779661016949151
Bobby Reynolds,,,Overall,30.08834718028892,90,T,0.5777777777777777,Wide,0.4,0.1777777777777777
Bohdan Ulihrach,,,Overall,24.177525442885674,75,Wide,0.49333333333333335,T,0.4666666666666667,0.026666666666666672
Boris Becker,,,Overall,12.839893917831336,14556,Wide,0.44737565265182744,T,0.44675735092058255,0.0006183017312448857
Borna Coric,,,Overall,20.69342135485125,3702,T,0.48568341437061047,Wide,0.457590491626148,0.028092922744462456
Borna Gojo,,,Overall,10.476382649389537,111,Wide,0.4594594594594595,T,0.4144144144144144,0.045045045045045085
Botic Van De Zandschulp,,,Overall,9.757708314970204,8629,T,0.4696952138138834,Wide,0.39599026538416965,0.07370494842971376
Brad Gilbert,,,Overall,19.211314336628107,642,Wide,0.4968847352024922,T,0.43769470404984423,0.05919003115264798
Bradley Klahn,,,Overall,27.054335356576086,130,T,0.5461538461538461,Wide,0.4230769230769231,0.12307692307692303
Brandon Holt,,,Overall,10.259791449094713,143,T,0.5244755244755245,Wide,0.32867132867132864,0.19580419580419584
Brandon Nakashima,,,Overall,19.3657159324787,2760,Wide,0.527536231884058,T,0.4047101449275362,0.12282608695652175
Brayden Schnur,,,Overall,19.3124539407988,487,Wide,0.5379876796714579,T,0.3921971252566735,0.1457905544147844
Brian Battistone,,,Overall,8.290288915826272,74,Wide,0.5405405405405406,T,0.24324324324324326,0.2972972972972973
Brian Gottfried,,,Overall,16.6909208049547,138,Wide,0.4782608695652174,T,0.4420289855072464,0.03623188405797101
Brian Teacher,,,Overall,19.15314701610655,99,Body,0.5757575757575758,Wide,0.3434343434343434,0.23232323232323238
Bruno Kuzuhara,,,Overall,7.1403315661728195,158,T,0.4240506329113924,Wide,0.4177215189873418,0.006329113924050611
Bu Yunchaokete,,,Overall,10.936171387835403,254,Wide,0.46062992125984253,T,0.41732283464566927,0.04330708661417326
Byron Black,,,Overall,13.961770792637228,133,T,0.518796992481203,Wide,0.37593984962406013,0.1428571428571429
Cameron Norrie,,,Overall,16.0623165486269,3479,Wide,0.49468237999425124,T,0.4202356999137683,0.07444668008048294
Camilo Ugo Carabelli,,,Overall,3.5556779612509692,753,T,0.45285524568393093,Wide,0.32138114209827356,0.13147410358565736
Carlos Alcaraz,,,Overall,6.800885605048402,16040,Wide,0.4759351620947631,T,0.35174563591022445,0.12418952618453866
Carlos Berlocq,,,Overall,5.36084043284718,600,Wide,0.46166666666666667,T,0.34833333333333333,0.11333333333333334
Carlos Costa,,,Overall,12.348007886611478,149,Wide,0.5369127516778524,T,0.33557046979865773,0.20134228187919462
Carlos Eduardo Severino,,,Overall,5.896049862866304,63,T,0.5079365079365079,Body,0.25396825396825395,0.25396825396825395
Carlos Gimeno Valero,,,Overall,22.891676080031576,40,Body,0.675,Wide,0.2,0.47500000000000003
Carlos Moya,,,Overall,7.873800180652568,2855,Wide,0.49772329246935204,T,0.33590192644483363,0.1618213660245184
Carlos Taberner,,,Overall,8.897188109304588,232,T,0.4827586206896552,Wide,0.3706896551724138,0.11206896551724138
Casper Ruud,,,Overall,16.573873062450527,11957,Wide,0.500459981600736,T,0.41732876139499875,0.08313122020573727
Cedric Pioline,,,Overall,9.029499651634287,1283,Wide,0.45908028059236167,T,0.4006235385814497,0.058456742010911944
Cedrik Marcel Stebe,,,Overall,15.748126700766319,58,Wide,0.4827586206896552,T,0.43103448275862066,0.05172413793103453
Cem Ilkel,,,Overall,17.277874728802,198,Wide,0.4696969696969697,T,0.45454545454545453,0.015151515151515194
Charles Broom,,,Overall,6.512117945440366,90,T,0.4777777777777778,Wide,0.34444444444444444,0.13333333333333336
Chase Buchanan,,,Overall,17.10994893476435,62,Wide,0.5161290322580645,T,0.4032258064516129,0.11290322580645162
Chieh Fu Wang,,,Overall,10.973502478576147,41,Wide,0.4634146341463415,T,0.4146341463414634,0.04878048780487809
Chris Guccione,,,Overall,20.476978717954285,103,T,0.49514563106796117,Wide,0.44660194174757284,0.04854368932038833
Chris Lewis,,,Overall,24.181735994663956,256,T,0.5390625,Wide,0.41796875,0.12109375
Chris Woodruff,,,Overall,18.007143774339728,336,Wide,0.4732142857142857,T,0.45535714285714285,0.01785714285714285
Christian Bergstrom,,,Overall,2.3559900828584945,69,Wide,0.4057971014492754,T,0.36231884057971014,0.043478260869565244
Christian Harrison,,,Overall,10.861407608311291,54,Wide,0.5,T,0.37037037037037035,0.12962962962962965
Christian Saceanu,,,Overall,4.029262079621255,106,T,0.44339622641509435,Wide,0.3490566037735849,0.09433962264150947
Christoph Negritu,,,Overall,21.70158525753214,65,Wide,0.5692307692307692,T,0.36923076923076925,0.19999999999999996
Christophe Roger Vasselin,,,Overall,23.706087415288167,54,Wide,0.5925925925925926,T,0.35185185185185186,0.2407407407407407
Christopher Eubanks,,,Overall,23.85467053014928,1333,Wide,0.536384096024006,T,0.41935483870967744,0.11702925731432862
Christopher Heyman,,,Overall,3.7256432804989137,44,T,0.4090909090909091,Wide,0.38636363636363635,0.022727272727272763
Christopher Oconnell,,,Overall,25.200112765066475,1347,T,0.5270972531551597,Wide,0.4357832219747587,0.09131403118040093
Chun Hsin Tseng,,,Overall,16.45512287396864,210,T,0.5190476190476191,Wide,0.3952380952380952,0.12380952380952387
Clement Chidekh,,,Overall,17.529999648729135,94,Wide,0.4787234042553192,T,0.44680851063829785,0.03191489361702132
Coleman Wong,,,Overall,10.324322248771711,234,Wide,0.4658119658119658,T,0.405982905982906,0.05982905982905984
Colton Smith,,,Overall,1.1554239343464667,66,Wide,0.4090909090909091,T,0.30303030303030304,0.10606060606060608
Conner Huertas Del Pino,,,Overall,2.7635582541683967,95,Wide,0.4421052631578947,T,0.3157894736842105,0.12631578947368421
Constant Lestienne,,,Overall,22.920389138704913,314,Wide,0.5254777070063694,T,0.4267515923566879,0.0987261146496815
Cooper Kose,,,Overall,0.30930137556239856,51,Body,0.37254901960784315,Wide,0.3137254901960784,0.05882352941176472
Cooper Williams,,,Overall,7.434328334824924,57,Wide,0.45614035087719296,T,0.38596491228070173,0.07017543859649122
Corentin Denolly,,,Overall,32.11765677398047,108,Wide,0.6481481481481481,T,0.32407407407407407,0.32407407407407407
Corentin Moutet,,,Overall,3.0567217422053594,1779,T,0.39853850477796515,Wide,0.3856098931984261,0.012928611579539062
Corrado Barazzutti,,,Overall,33.44211941546135,47,Body,0.7021276595744681,Wide,0.2553191489361702,0.4468085106382979
Cristian Garin,,,Overall,14.259441607586687,2090,Wide,0.48564593301435405,T,0.4172248803827751,0.06842105263157894
Dalibor Svrcina,,,Overall,3.709796871860538,141,Wide,0.4397163120567376,T,0.3475177304964539,0.09219858156028371
Damir Dzumhur,,,Overall,15.16154816755555,671,Wide,0.5454545454545454,T,0.35171385991058124,0.19374068554396418
Dan Goldie,,,Overall,1.5810300577460024,115,T,0.4,Wide,0.34782608695652173,0.05217391304347829
Dan Martin,,,Overall,5.581239031061136,53,Wide,0.49056603773584906,T,0.3018867924528302,0.18867924528301888
Daniel Altmaier,,,Overall,25.84361793586626,1582,Wide,0.5139064475347661,T,0.4525916561314791,0.061314791403286995
Daniel Cox,,,Overall,11.943190304895236,43,T,0.5813953488372093,Wide,0.23255813953488372,0.34883720930232565
Daniel De Jonge,,,Overall,19.729552081651192,81,Wide,0.5679012345679012,T,0.35802469135802467,0.20987654320987653
Daniel Dutra Da Silva,,,Overall,10.025375512857416,203,T,0.47783251231527096,Wide,0.3891625615763547,0.08866995073891626
Daniel Elahi Galan,,,Overall,12.590921758800711,1342,Wide,0.45901639344262296,T,0.43293591654247393,0.02608047690014903
Daniel Evans,,,Overall,12.261242767643466,2468,T,0.4574554294975689,Wide,0.4319286871961102,0.025526742301458683
Daniel Gimeno Traver,,,Overall,9.90115467663818,252,T,0.4523809523809524,Wide,0.4166666666666667,0.0357142857142857
Daniel Kosakowski,,,Overall,3.9770282139238833,60,Wide,0.4,T,0.4,0.0
Daniel Masur,,,Overall,0.7946061769323443,47,T,0.3829787234042553,Wide,0.3404255319148936,0.04255319148936171
Daniel Michalski,,,Overall,10.9483983342468,132,T,0.44696969696969696,Wide,0.4318181818181818,0.015151515151515138
Daniel Nestor,,,Overall,8.822729401417085,75,T,0.48,Wide,0.37333333333333335,0.10666666666666663
Daniel Nguyen,,,Overall,15.048751171992802,77,Wide,0.4805194805194805,T,0.42857142857142855,0.051948051948051965
Daniel Rincon,,,Overall,14.110999076219887,49,Wide,0.5102040816326531,T,0.3877551020408163,0.12244897959183676
Daniel Smethurst,,,Overall,0.026906687958849762,58,Body,0.3448275862068966,Wide,0.3275862068965517,0.017241379310344862
Daniel Vacek,,,Overall,17.924692981688708,77,T,0.5324675324675324,Wide,0.38961038961038963,0.1428571428571428
Daniil Medvedev,,,Overall,23.374569825460267,20506,Wide,0.4906368867648493,T,0.4657661172339803,0.024870769530868975
Danilo Petrovic,,,Overall,5.991617399336957,63,Wide,0.4444444444444444,T,0.38095238095238093,0.06349206349206349
Darian King,,,Overall,12.446553623080824,54,Wide,0.48148148148148145,T,0.4074074074074074,0.07407407407407407
Dario Acosta,,,Overall,8.325904593776446,46,Wide,0.4782608695652174,T,0.3695652173913043,0.10869565217391308
Darren Cahill,,,Overall,4.813282267623875,156,Wide,0.4423076923076923,T,0.36538461538461536,0.07692307692307693
David Ferrer,,,Overall,4.657340851163994,5780,Wide,0.41038062283737026,T,0.3998269896193772,0.010553633217993075
David Goffin,,,Overall,19.333823056816367,5901,Wide,0.4836468395187256,T,0.452296220979495,0.0313506185392306
David Guez,,,Overall,29.359517628434993,51,Wide,0.49019607843137253,T,0.49019607843137253,0.0
David Nalbandian,,,Overall,14.879528136548393,3979,Wide,0.4699673284744911,T,0.43855240010052776,0.03141492837396331
David Perez Sanz,,,Overall,10.844016332926786,41,Wide,0.5365853658536586,T,0.3170731707317073,0.21951219512195125
David Prinosil,,,Overall,3.4040030836780866,78,T,0.4358974358974359,Wide,0.34615384615384615,0.08974358974358976
David Wheaton,,,Overall,4.5704026654988406,649,Wide,0.4098613251155624,T,0.39907550077041604,0.010785824345146355
Davide Sanguinetti,,,Overall,15.597813127224336,158,Wide,0.5316455696202531,T,0.37341772151898733,0.15822784810126578
Denis Gremelmayr,,,Overall,14.923083435340834,78,Wide,0.5384615384615384,T,0.358974358974359,0.17948717948717946
Denis Istomin,,,Overall,15.66000290719185,803,Wide,0.46077210460772106,T,0.4533001245330012,0.007471980074719831
Denis Kudla,,,Overall,10.316282760217199,783,T,0.4789272030651341,Wide,0.39080459770114945,0.08812260536398464
Denis Shapovalov,,,Overall,17.776872913423837,6933,Wide,0.46458964373287176,T,0.46271455358430696,0.0018750901485647953
Dennis Novak,,,Overall,11.511806208108933,378,T,0.4444444444444444,Wide,0.43915343915343913,0.005291005291005291
Dennis Novikov,,,Overall,15.296359478017985,56,Wide,0.48214285714285715,T,0.42857142857142855,0.0535714285714286
Derrick Rostagno,,,Overall,6.41741461764227,270,Wide,0.4222222222222222,T,0.4111111111111111,0.011111111111111127
Devin Britton,,,Overall,21.824750439469163,96,T,0.5104166666666666,Wide,0.4375,0.07291666666666663
Diego Hartfield,,,Overall,24.038155516484437,117,Wide,0.6581196581196581,T,0.2564102564102564,0.4017094017094017
Diego Schwartzman,,,Overall,6.771255767861728,3751,Wide,0.4462809917355372,T,0.3892295387896561,0.0570514529458811
Dimitar Kuzmanov,,,Overall,17.68909906260544,150,Wide,0.47333333333333333,T,0.4533333333333333,0.020000000000000018
Dino Prizmic,,,Overall,12.907504805152548,452,Wide,0.5575221238938053,T,0.30973451327433627,0.24778761061946902
Dmitry Popko,,,Overall,11.08168443359846,325,Wide,0.49538461538461537,T,0.37846153846153846,0.11692307692307691
Dmitry Tursunov,,,Overall,24.314464192048202,304,Wide,0.4967105263157895,T,0.46381578947368424,0.032894736842105254
Dominic Stricker,,,Overall,22.759147371067456,344,T,0.49127906976744184,Wide,0.4622093023255814,0.02906976744186046
Dominic Thiem,,,Overall,19.751411310218014,14286,Wide,0.49615007699846003,T,0.44155116897662045,0.05459890802183959
Dominik Hrbaty,,,Overall,9.412173893164145,369,Wide,0.4715447154471545,T,0.3902439024390244,0.08130081300813008
Dominik Koepfer,,,Overall,2.080926194742816,983,Wide,0.3916581892166836,T,0.3723296032553408,0.019328585961342792
Donald Young,,,Overall,3.712964012389819,234,Wide,0.43162393162393164,T,0.358974358974359,0.07264957264957267
Duck Hee Lee,,,Overall,20.207548628547745,50,T,0.5,Wide,0.44,0.06
Dudi Sela,,,Overall,20.722287075084434,409,Wide,0.5183374083129584,T,0.4229828850855746,0.0953545232273838
Duje Ajdukovic,,,Overall,13.588465765893432,84,T,0.5476190476190477,Wide,0.3333333333333333,0.21428571428571436
Dusan Lajovic,,,Overall,13.982335323102035,2702,Wide,0.5173945225758697,T,0.37786824574389344,0.13952627683197627
Dustin Brown,,,Overall,14.236863562576263,1138,T,0.46309314586994726,Wide,0.44112478031634444,0.02196836555360282
Dylan Dietrich,,,Overall,10.498548542684693,48,Wide,0.4375,T,0.4375,0.0
