entity_name,role,surface,rally_bucket,n_points,rally_advantage,avg_actual,avg_expected
Henrique Rocha,Server,Clay,7-9,18,0.11739823650879459,0.6111111111111112,0.4937128746023165
Henry Searle,Server,Grass,0-3,72,-0.05136009698875393,0.6111111111111112,0.662471208099865
Henry Searle,Server,Grass,10+,1,-0.4319129895352779,0.0,0.4319129895352779
Henry Searle,Server,Grass,4-6,32,-0.07478485516518833,0.46875,0.5435348551651883
Henry Searle,Server,Grass,7-9,4,-0.28964949271390766,0.25,0.5396494927139077
Hernan Casanova,Server,Clay,0-3,44,-0.021082032054696376,0.5681818181818182,0.5892638502365145
Hernan Casanova,Server,Clay,10+,3,0.23235292433699953,0.6666666666666666,0.4343137423296672
Hernan Casanova,Server,Clay,4-6,14,0.04152522517910673,0.5,0.4584747748208932
Hernan Casanova,Server,Clay,7-9,6,0.22311898640692,0.6666666666666666,0.4435476802597467
Hicham Arazi,Server,Clay,0-3,34,-0.015268087989493483,0.6470588235294118,0.6623269115189052
Hicham Arazi,Server,Clay,10+,8,0.019037296345212007,0.5,0.480962703654788
Hicham Arazi,Server,Clay,4-6,21,0.04747974696675054,0.5714285714285714,0.5239488244618209
Hicham Arazi,Server,Clay,7-9,10,0.0834665242236272,0.6,0.5165334757763728
Hiroki Moriya,Server,Hard,0-3,34,-0.1343073913117132,0.4411764705882353,0.5754838618999485
Hiroki Moriya,Server,Hard,10+,6,0.26739275329982765,0.6666666666666666,0.39927391336683904
Hiroki Moriya,Server,Hard,4-6,13,0.27802033326068526,0.7692307692307693,0.491210435970084
Hiroki Moriya,Server,Hard,7-9,7,0.15088894291126814,0.5714285714285714,0.4205396285173033
Ho Gi Kang,Server,Hard,0-3,11,0.03259014808255274,0.6363636363636364,0.6037734882810836
Ho Gi Kang,Server,Hard,10+,8,0.3340189436971771,0.75,0.41598105630282284
Ho Gi Kang,Server,Hard,4-6,15,-0.20777529307592477,0.26666666666666666,0.47444195974259146
Ho Gi Kang,Server,Hard,7-9,9,-0.32110987235458005,0.1111111111111111,0.43222098346569116
Holger Rune,Server,Clay,0-3,1048,-0.005984474008970071,0.6507633587786259,0.656747832787596
Holger Rune,Server,Clay,10+,216,-0.036682939805392056,0.46296296296296297,0.499645902768355
Holger Rune,Server,Clay,4-6,538,0.05124135934909934,0.5985130111524164,0.547271651803317
Holger Rune,Server,Clay,7-9,196,-0.014132658980660044,0.49489795918367346,0.5090306181643336
Holger Rune,Server,Grass,0-3,258,-0.05427433988611056,0.6201550387596899,0.6744293786458005
Holger Rune,Server,Grass,10+,19,0.034532066789418725,0.5263157894736842,0.4917837226842655
Holger Rune,Server,Grass,4-6,103,0.12345079111372116,0.6699029126213593,0.5464521215076381
Holger Rune,Server,Grass,7-9,36,-0.08190283166762383,0.4444444444444444,0.5263472761120682
Holger Rune,Server,Hard,0-3,1455,-0.02814499637078519,0.638487972508591,0.6666329688793763
Holger Rune,Server,Hard,10+,207,-0.013737962887979073,0.48792270531400966,0.5016606682019887
Holger Rune,Server,Hard,4-6,693,0.019778515347586838,0.5757575757575758,0.5559790604099889
Holger Rune,Server,Hard,7-9,249,0.0035242398116300273,0.5140562248995983,0.5105319850879684
Horacio Zeballos,Server,Clay,0-3,129,0.011564728598073634,0.689922480620155,0.6783577520220814
Horacio Zeballos,Server,Clay,10+,12,0.15147862458807845,0.6666666666666666,0.5151880420785883
Horacio Zeballos,Server,Clay,4-6,55,0.1506275396610877,0.7090909090909091,0.5584633694298214
Horacio Zeballos,Server,Clay,7-9,27,0.04978924722073281,0.5555555555555556,0.5057663083348228
Horacio Zeballos,Server,Hard,0-3,30,-0.11658840378722096,0.5666666666666667,0.6832550704538876
Horacio Zeballos,Server,Hard,10+,1,0.42005731573254335,1.0,0.5799426842674567
Horacio Zeballos,Server,Hard,4-6,11,-0.08808084946856734,0.45454545454545453,0.5426263040140219
Horacio Zeballos,Server,Hard,7-9,2,0.04170823624018316,0.5,0.45829176375981684
Hubert Hurkacz,Server,Clay,0-3,2690,0.03302703814993318,0.70817843866171,0.6751514005117769
Hubert Hurkacz,Server,Clay,10+,356,-0.01467414372413743,0.4803370786516854,0.49501122237582285
Hubert Hurkacz,Server,Clay,4-6,1113,-0.012052875326614901,0.5408805031446541,0.552933378471269
Hubert Hurkacz,Server,Clay,7-9,395,-0.07433686756091476,0.4278481012658228,0.5021849688267376
Hubert Hurkacz,Server,Grass,0-3,1598,0.036678993774248915,0.7246558197747184,0.6879768260004695
Hubert Hurkacz,Server,Grass,10+,102,0.049153080885665425,0.5490196078431373,0.4998665269574718
Hubert Hurkacz,Server,Grass,4-6,522,-0.06823451628415826,0.5,0.5682345162841583
Hubert Hurkacz,Server,Grass,7-9,134,-0.042933239514576664,0.47761194029850745,0.5205451798130841
Hubert Hurkacz,Server,Hard,0-3,8662,0.032940051339361925,0.7188870930501039,0.685947041710742
Hubert Hurkacz,Server,Hard,10+,1054,-0.024324567068588897,0.48007590132827327,0.504400468396862
Hubert Hurkacz,Server,Hard,4-6,3401,-0.0271629190755263,0.5383710673331373,0.5655339864086636
Hubert Hurkacz,Server,Hard,7-9,1200,-0.04228237781604329,0.4766666666666667,0.51894904448271
Hugo Dellien,Server,Clay,0-3,253,-0.07751254228094387,0.5849802371541502,0.6624927794350941
Hugo Dellien,Server,Clay,10+,64,0.026516472048091634,0.53125,0.5047335279519084
Hugo Dellien,Server,Clay,4-6,168,0.005504465328193705,0.5654761904761905,0.5599717251479968
Hugo Dellien,Server,Clay,7-9,76,0.018750707846404834,0.5394736842105263,0.5207229763641216
Hugo Dellien,Server,Hard,0-3,95,-0.08780226058511136,0.6,0.6878022605851114
Hugo Dellien,Server,Hard,10+,26,-0.05618576350891528,0.46153846153846156,0.5177242250473768
Hugo Dellien,Server,Hard,4-6,53,-0.13788379193362085,0.4339622641509434,0.5718460560845643
Hugo Dellien,Server,Hard,7-9,23,-0.09854556634874145,0.43478260869565216,0.5333281750443937
Hugo Gaston,Server,Clay,0-3,169,0.04922519295179494,0.7041420118343196,0.6549168188825246
Hugo Gaston,Server,Clay,10+,23,0.06898489983920164,0.5652173913043478,0.4962324914651462
Hugo Gaston,Server,Clay,4-6,97,-0.046823696116158095,0.4845360824742268,0.5313597785903849
Hugo Gaston,Server,Clay,7-9,29,0.01819623621712984,0.5172413793103449,0.49904514309321496
Hugo Gaston,Server,Grass,0-3,50,-0.029202295621098218,0.64,0.6692022956210982
Hugo Gaston,Server,Grass,10+,2,0.002492101294481408,0.5,0.4975078987055186
Hugo Gaston,Server,Grass,4-6,16,0.32332881608049596,0.875,0.551671183919504
Hugo Gaston,Server,Grass,7-9,7,-0.19303576683679072,0.2857142857142857,0.47875005255107644
Hugo Gaston,Server,Hard,0-3,240,0.040101285129453476,0.6958333333333333,0.6557320482038799
Hugo Gaston,Server,Hard,10+,19,-0.16479329730618625,0.3157894736842105,0.4805827709903968
Hugo Gaston,Server,Hard,4-6,123,-0.00187500784640558,0.5284552845528455,0.5303302923992511
Hugo Gaston,Server,Hard,7-9,44,0.056818639987858674,0.5454545454545454,0.48863590546668684
Hugo Grenier,Server,Hard,0-3,85,-0.013757673586393859,0.6705882352941176,0.6843459088805115
Hugo Grenier,Server,Hard,10+,22,-0.07276555108644142,0.45454545454545453,0.5273110056318959
Hugo Grenier,Server,Hard,4-6,26,-0.042646918796226244,0.5384615384615384,0.5811084572577647
Hugo Grenier,Server,Hard,7-9,12,-0.19139750886308407,0.3333333333333333,0.5247308421964174
Hunter Reese,Server,Hard,0-3,20,-0.08104355584129155,0.5,0.5810435558412916
Hunter Reese,Server,Hard,10+,3,0.18697276666578402,0.6666666666666666,0.4796939000008826
Hunter Reese,Server,Hard,4-6,18,-0.26091291923907883,0.2222222222222222,0.4831351414613011
Hunter Reese,Server,Hard,7-9,2,0.07490116658483595,0.5,0.4250988334151641
Hyeon Chung,Server,Clay,0-3,26,0.09338038282941802,0.7307692307692307,0.6373888479398128
Hyeon Chung,Server,Clay,10+,12,-0.0027959738933593195,0.5,0.5027959738933593
Hyeon Chung,Server,Clay,4-6,18,-0.09715227871910713,0.4444444444444444,0.5415967231635516
Hyeon Chung,Server,Clay,7-9,8,-0.25669775490684793,0.25,0.5066977549068479
Hyeon Chung,Server,Hard,0-3,286,-0.05041281348182723,0.6153846153846154,0.6657974288664427
Hyeon Chung,Server,Hard,10+,52,-0.06641727174069975,0.4230769230769231,0.4894941948176228
Hyeon Chung,Server,Hard,4-6,168,-0.08636548958601609,0.47023809523809523,0.5566035848241113
Hyeon Chung,Server,Hard,7-9,72,0.04739944409972639,0.5555555555555556,0.5081561114558292
Hyung Taik Lee,Server,Hard,0-3,27,-0.08966323765787391,0.5925925925925926,0.6822558302504665
Hyung Taik Lee,Server,Hard,10+,11,-0.016196788491024915,0.45454545454545453,0.47074224303647944
Hyung Taik Lee,Server,Hard,4-6,12,-0.38979318796273393,0.16666666666666666,0.5564598546294006
Hyung Taik Lee,Server,Hard,7-9,10,0.12826728358798173,0.6,0.47173271641201825
Ignacio Buse,Server,Clay,0-3,22,-0.10845172121947141,0.5454545454545454,0.6539062666740169
Ignacio Buse,Server,Clay,10+,9,0.3477593713463229,0.7777777777777778,0.4300184064314549
Ignacio Buse,Server,Clay,4-6,8,0.06523632229054918,0.625,0.5597636777094508
Ignacio Buse,Server,Clay,7-9,9,0.005139591791748487,0.4444444444444444,0.439304852652696
Ignacio Buse,Server,Hard,0-3,45,-0.06980443536615036,0.6,0.6698044353661504
Ignacio Buse,Server,Hard,10+,13,0.1318050558459195,0.6153846153846154,0.4835795595386959
Ignacio Buse,Server,Hard,4-6,22,-0.02485154199452606,0.5454545454545454,0.5703060874490715
Ignacio Buse,Server,Hard,7-9,12,-0.03076863765876217,0.5,0.5307686376587621
Igor Andreev,Server,Clay,0-3,94,-0.04515216371268236,0.6170212765957447,0.6621734403084271
Igor Andreev,Server,Clay,10+,11,-0.1003202122589688,0.36363636363636365,0.46395657589533246
Igor Andreev,Server,Clay,4-6,42,-0.07834814621555893,0.47619047619047616,0.5545386224060351
Igor Andreev,Server,Clay,7-9,12,0.07855203404465744,0.5833333333333334,0.5047812992886759
Igor Andreev,Server,Hard,0-3,251,-0.003688580792754251,0.6653386454183267,0.6690272262110809
Igor Andreev,Server,Hard,10+,58,-0.10760941919208153,0.39655172413793105,0.5041611433300125
Igor Andreev,Server,Hard,4-6,141,-0.04282862422344919,0.5177304964539007,0.5605591206773499
Igor Andreev,Server,Hard,7-9,43,-0.15472155303436536,0.3488372093023256,0.503558762336691
Igor Sijsling,Server,Hard,0-3,80,0.012030928167269146,0.725,0.7129690718327308
Igor Sijsling,Server,Hard,10+,4,0.2381344419332563,0.75,0.5118655580667437
Igor Sijsling,Server,Hard,4-6,22,-0.0642337144640496,0.5454545454545454,0.6096882599185951
Igor Sijsling,Server,Hard,7-9,11,0.19201305434250313,0.7272727272727273,0.5352596729302241
Ilie Nastase,Server,Clay,0-3,50,0.052941083066614054,0.7,0.647058916933386
Ilie Nastase,Server,Clay,10+,9,-0.1871808295133529,0.3333333333333333,0.5205141628466863
Ilie Nastase,Server,Clay,4-6,44,0.06618356057561334,0.6136363636363636,0.5474528030607503
Ilie Nastase,Server,Clay,7-9,9,0.2624648423147312,0.7777777777777778,0.5153129354630466
Ilie Nastase,Server,Grass,0-3,86,0.012177597902913114,0.6744186046511628,0.6622410067482497
Ilie Nastase,Server,Grass,4-6,18,0.1569904903788587,0.7222222222222222,0.5652317318433635
Illya Marchenko,Server,Clay,0-3,10,-0.16711682525902807,0.4,0.5671168252590281
Illya Marchenko,Server,Clay,10+,13,0.06761518250296407,0.46153846153846156,0.3939232790354975
Illya Marchenko,Server,Clay,4-6,23,0.10860085899242536,0.5652173913043478,0.45661653231192245
Illya Marchenko,Server,Clay,7-9,3,-0.06302294327186042,0.3333333333333333,0.3963562766051938
Illya Marchenko,Server,Hard,0-3,82,-0.05362867380781906,0.5365853658536586,0.5902140396614777
Illya Marchenko,Server,Hard,10+,20,0.06757851248055649,0.5,0.4324214875194435
Illya Marchenko,Server,Hard,4-6,43,-0.07420874566540327,0.3953488372093023,0.46955758287470567
Illya Marchenko,Server,Hard,7-9,24,0.11328544486277876,0.5416666666666666,0.4283812218038879
Ilya Ivashka,Server,Hard,0-3,379,-0.011113004996481225,0.6490765171503958,0.660189522146877
Ilya Ivashka,Server,Hard,10+,105,-0.03758743702897791,0.4666666666666667,0.5042541036956446
Ilya Ivashka,Server,Hard,4-6,214,-0.022933962641179598,0.5233644859813084,0.546298448622488
Ilya Ivashka,Server,Hard,7-9,104,-0.028796701614396406,0.49038461538461536,0.5191813169990118
Inaki Montes De La Torre,Server,Clay,0-3,17,-0.03134065126567107,0.5882352941176471,0.6195759453833182
Inaki Montes De La Torre,Server,Clay,10+,14,0.08110875195725287,0.5714285714285714,0.4903198194713186
Inaki Montes De La Torre,Server,Clay,4-6,14,0.1872225547588821,0.7142857142857143,0.5270631595268321
Inaki Montes De La Torre,Server,Clay,7-9,10,0.12280940770172673,0.6,0.4771905922982732
Inigo Cervantes Huegun,Server,Clay,0-3,71,0.008684389181157095,0.647887323943662,0.6392029347625048
Inigo Cervantes Huegun,Server,Clay,10+,4,0.5470921881526439,1.0,0.45290781184735607
Inigo Cervantes Huegun,Server,Clay,4-6,28,-0.06748257146999716,0.4642857142857143,0.5317682857557114
Inigo Cervantes Huegun,Server,Clay,7-9,14,-0.06645363265287348,0.42857142857142855,0.49502506122430207
Inigo Cervantes Huegun,Server,Hard,0-3,22,-0.24511487868985338,0.4090909090909091,0.6542057877807624
Inigo Cervantes Huegun,Server,Hard,10+,3,-0.4714808773549244,0.0,0.4714808773549244
Inigo Cervantes Huegun,Server,Hard,4-6,13,-0.09290079470608854,0.46153846153846156,0.5544392562445501
Inigo Cervantes Huegun,Server,Hard,7-9,6,0.16397459298320863,0.6666666666666666,0.502692073683458
Irakli Labadze,Server,Grass,0-3,41,0.021427088544338033,0.7073170731707317,0.6858899846263937
Irakli Labadze,Server,Grass,4-6,17,-0.17144937574326907,0.35294117647058826,0.5243905522138573
Irakli Labadze,Server,Grass,7-9,8,0.15093451976914135,0.625,0.47406548023085865
Irakli Labadze,Server,Hard,0-3,27,-0.03020408155908211,0.6296296296296297,0.6598337111887118
Irakli Labadze,Server,Hard,10+,4,-0.5589271892494533,0.0,0.5589271892494533
Irakli Labadze,Server,Hard,4-6,15,-0.027791278867057893,0.5333333333333333,0.5611246122003912
Irakli Labadze,Server,Hard,7-9,13,0.08746383693461744,0.6153846153846154,0.527920778449998
Ivan Dodig,Server,Clay,0-3,23,-0.047125677541750684,0.6086956521739131,0.6558213297156638
Ivan Dodig,Server,Clay,10+,10,-0.1547627793685024,0.3,0.4547627793685024
Ivan Dodig,Server,Clay,4-6,9,-0.07535193326402806,0.4444444444444444,0.5197963777084724
Ivan Dodig,Server,Clay,7-9,9,-0.05314616150913969,0.4444444444444444,0.4975906059535842
Ivan Dodig,Server,Grass,0-3,22,-0.022769171422771736,0.6363636363636364,0.6591328077864081
Ivan Dodig,Server,Grass,10+,1,-0.4272044856215906,0.0,0.4272044856215906
Ivan Dodig,Server,Grass,4-6,14,-0.2531308614475359,0.2857142857142857,0.5388451471618216
Ivan Dodig,Server,Grass,7-9,6,-0.04586692164946978,0.5,0.5458669216494698
Ivan Dodig,Server,Hard,0-3,75,0.07539840239052968,0.7333333333333333,0.6579349309428036
Ivan Dodig,Server,Hard,10+,20,0.050573310174210406,0.55,0.49942668982578964
Ivan Dodig,Server,Hard,4-6,32,-0.08220048225520914,0.4375,0.5197004822552092
Ivan Dodig,Server,Hard,7-9,17,-0.1439484273841214,0.35294117647058826,0.4968896038547096
Ivan Gakhov,Server,Clay,0-3,37,-0.09110047748027392,0.5675675675675675,0.6586680450478415
Ivan Gakhov,Server,Clay,10+,9,0.16387069277330735,0.6666666666666666,0.5027959738933593
Ivan Gakhov,Server,Clay,4-6,26,-0.1140479343522533,0.4230769230769231,0.5371248574291764
Ivan Gakhov,Server,Clay,7-9,8,0.22690937697727728,0.75,0.5230906230227227
Ivan Ivanov,Server,Grass,0-3,28,-0.03340622522250442,0.7142857142857143,0.7476919395082187
Ivan Ivanov,Server,Grass,10+,4,0.40415050657728696,1.0,0.595849493422713
Ivan Ivanov,Server,Grass,4-6,9,-0.21513215391144921,0.4444444444444444,0.6595765983558937
Ivan Ivanov,Server,Grass,7-9,5,0.18263777616937663,0.8,0.6173622238306233
Ivan Lendl,Server,Clay,0-3,892,-0.009202181385630705,0.6692825112107623,0.6784846925963931
Ivan Lendl,Server,Clay,10+,463,0.020425322996457322,0.5032397408207343,0.48281441782427703
Ivan Lendl,Server,Clay,4-6,509,0.05565747253542491,0.6090373280943026,0.5533798555588776
Ivan Lendl,Server,Clay,7-9,255,-0.015282119909081009,0.49019607843137253,0.5054781983404536
Ivan Lendl,Server,Grass,0-3,1245,-0.06850634264191988,0.6176706827309237,0.6861770253728435
Ivan Lendl,Server,Grass,10+,27,0.08665749966996919,0.5555555555555556,0.4688980558855863
Ivan Lendl,Server,Grass,4-6,174,0.06842492492305757,0.6379310344827587,0.569506109559701
Ivan Lendl,Server,Grass,7-9,33,-0.07176407085667026,0.42424242424242425,0.4960064950990945
Ivan Lendl,Server,Hard,0-3,3704,0.017022839756845078,0.6954643628509719,0.6784415230941269
Ivan Lendl,Server,Hard,10+,869,0.03744971256977437,0.5362485615650172,0.4987988489952429
Ivan Lendl,Server,Hard,4-6,1694,-0.0007494148179194582,0.5619834710743802,0.5627328858922996
Ivan Lendl,Server,Hard,7-9,718,0.005760637828883358,0.5181058495821727,0.5123452117532894
Ivan Ljubicic,Server,Hard,0-3,729,0.018601123123083933,0.6995884773662552,0.6809873542431711
Ivan Ljubicic,Server,Hard,10+,88,-0.03334323727405853,0.45454545454545453,0.48788869181951305
Ivan Ljubicic,Server,Hard,4-6,322,-0.04377721072434427,0.515527950310559,0.5593051610349032
Ivan Ljubicic,Server,Hard,7-9,115,-0.10655720890851506,0.4,0.5065572089085151
Ivo Heuberger,Server,Hard,0-3,28,-0.24579151345617256,0.42857142857142855,0.6743629420276012
Ivo Heuberger,Server,Hard,10+,2,0.006657544671443361,0.5,0.49334245532855664
Ivo Heuberger,Server,Hard,4-6,9,-0.058740416138656854,0.4444444444444444,0.5031848605831013
Ivo Heuberger,Server,Hard,7-9,3,-0.43709744129045425,0.0,0.43709744129045425
Ivo Karlovic,Server,Clay,0-3,176,-0.1207755742245865,0.5568181818181818,0.6775937560427683
Ivo Karlovic,Server,Clay,10+,3,0.1370736272324482,0.6666666666666666,0.5295930394342184
Ivo Karlovic,Server,Clay,4-6,23,0.17829162424989142,0.7391304347826086,0.5608388105327172
Ivo Karlovic,Server,Clay,7-9,7,0.08311024427586113,0.5714285714285714,0.4883183271527103
Ivo Karlovic,Server,Grass,0-3,645,-0.02829805326908283,0.6558139534883721,0.6841120067574549
Ivo Karlovic,Server,Grass,4-6,75,0.09932921408403292,0.68,0.5806707859159671
Ivo Karlovic,Server,Hard,0-3,1399,-0.04799260153904752,0.636168691922802,0.6841612934618495
Ivo Karlovic,Server,Hard,10+,5,-0.07607589187499944,0.4,0.47607589187499944
Ivo Karlovic,Server,Hard,4-6,198,0.05441391581670711,0.6262626262626263,0.5718487104459191
Ivo Karlovic,Server,Hard,7-9,19,0.033431126742395095,0.5263157894736842,0.49288466273128906
Ivo Minar,Server,Grass,0-3,49,0.06805225679215353,0.673469387755102,0.6054171309629485
Ivo Minar,Server,Grass,10+,1,-0.4887272904233652,0.0,0.4887272904233652
Ivo Minar,Server,Grass,4-6,31,-0.00809332257165789,0.45161290322580644,0.45970622579746434
Ivo Minar,Server,Grass,7-9,5,0.004844548002976334,0.4,0.3951554519970236
Izak Van Der Merwe,Server,Hard,0-3,34,-0.20359314911261925,0.38235294117647056,0.5859460902890898
Izak Van Der Merwe,Server,Hard,10+,2,0.5203060999991174,1.0,0.4796939000008826
Izak Van Der Merwe,Server,Hard,4-6,7,0.06345576791381426,0.5714285714285714,0.5079728035147572
Izak Van Der Merwe,Server,Hard,7-9,5,0.1877210366757847,0.6,0.4122789633242153
J J Wolf,Server,Clay,0-3,73,-0.10221681244501174,0.547945205479452,0.6501620179244638
J J Wolf,Server,Clay,10+,26,-0.043948124488300516,0.46153846153846156,0.5054865860267621
J J Wolf,Server,Clay,4-6,39,-0.09351001251480653,0.46153846153846156,0.5550484740532681
J J Wolf,Server,Clay,7-9,18,-0.17368098812968752,0.3333333333333333,0.507014321463021
J J Wolf,Server,Hard,0-3,159,-0.04001461637322218,0.6289308176100629,0.6689454339832851
J J Wolf,Server,Hard,10+,22,0.11087586263557923,0.5909090909090909,0.48003322827351164
J J Wolf,Server,Hard,4-6,87,-0.02404520464385905,0.5287356321839081,0.552780836827767
J J Wolf,Server,Hard,7-9,33,-0.20290668318279007,0.30303030303030304,0.5059369862130931
Jack Brasington,Server,Hard,0-3,69,0.047917525640720784,0.6521739130434783,0.6042563874027574
Jack Brasington,Server,Hard,10+,8,0.09539998181597875,0.5,0.40460001818402125
Jack Brasington,Server,Hard,4-6,28,-0.015803939003158848,0.4642857142857143,0.48008965328887315
Jack Brasington,Server,Hard,7-9,6,-0.2630555933109595,0.16666666666666666,0.4297222599776262
Jack Draper,Server,Clay,0-3,348,0.0020889611581783947,0.6637931034482759,0.6617041422900974
Jack Draper,Server,Clay,10+,70,0.02498968567244354,0.5142857142857142,0.48929602861327076
Jack Draper,Server,Clay,4-6,209,0.037999519406215716,0.583732057416268,0.5457325380100523
Jack Draper,Server,Clay,7-9,85,-0.013333299506630519,0.49411764705882355,0.5074509465654541
Jack Draper,Server,Grass,0-3,77,0.04723709487733724,0.7142857142857143,0.667048619408377
Jack Draper,Server,Grass,10+,7,-0.046228357340622424,0.42857142857142855,0.47479978591205096
Jack Draper,Server,Grass,4-6,34,-0.06374851242366057,0.5,0.5637485124236605
Jack Draper,Server,Grass,7-9,8,0.39598190266223054,0.875,0.47901809733776946
Jack Draper,Server,Hard,0-3,468,0.00915080041324555,0.6688034188034188,0.6596526183901732
Jack Draper,Server,Hard,10+,97,-0.06179652146902834,0.4329896907216495,0.49478621219067787
Jack Draper,Server,Hard,4-6,239,0.016244395781020462,0.5690376569037657,0.5527932611227452
Jack Draper,Server,Hard,7-9,133,-0.0007287951528074602,0.5112781954887218,0.5120069906415292
Jack Sock,Server,Clay,0-3,139,0.03074414536675902,0.697841726618705,0.667097581251946
Jack Sock,Server,Clay,10+,9,-0.08429132322106005,0.4444444444444444,0.5287357676655045
Jack Sock,Server,Clay,4-6,48,0.09998207745686653,0.6458333333333334,0.5458512558764669
Jack Sock,Server,Clay,7-9,15,-0.18558680363534877,0.3333333333333333,0.5189201369686821
Jack Sock,Server,Hard,0-3,571,-0.00738831238310243,0.6742556917688266,0.681644004151929
Jack Sock,Server,Hard,10+,34,-0.07617513736237451,0.4411764705882353,0.5173516079506097
Jack Sock,Server,Hard,4-6,259,-0.07961006209743643,0.4864864864864865,0.5660965485839229
Jack Sock,Server,Hard,7-9,79,-0.04268706976173142,0.4810126582278481,0.5236997279895795
Jacob Fearnley,Server,Clay,0-3,44,-0.07800525427741,0.5909090909090909,0.6689143451865008
Jacob Fearnley,Server,Clay,4-6,18,-0.038268609008376246,0.5,0.5382686090083761
Jacob Fearnley,Server,Clay,7-9,2,-0.01608278285453829,0.5,0.5160827828545382
Jacob Fearnley,Server,Grass,0-3,58,0.08968923362018069,0.7758620689655172,0.6861728353453366
Jacob Fearnley,Server,Grass,10+,5,0.24583637688257715,0.8,0.5541636231174228
Jacob Fearnley,Server,Grass,4-6,28,0.1489849188618259,0.7142857142857143,0.5653007954238884
Jacob Fearnley,Server,Grass,7-9,5,0.28891135415957503,0.8,0.511088645840425
Jacob Fearnley,Server,Hard,0-3,52,0.03173427094516202,0.7115384615384616,0.6798041905932996
Jacob Fearnley,Server,Hard,10+,6,0.12942637542296906,0.6666666666666666,0.5372402912436977
Jacob Fearnley,Server,Hard,4-6,24,0.12158278940587465,0.6666666666666666,0.545083877260792
Jacob Fearnley,Server,Hard,7-9,11,0.09378735289936646,0.6363636363636364,0.5425762834642699
Jaime Faria,Server,Hard,0-3,42,-0.0944511368800738,0.5714285714285714,0.6658797083086453
Jaime Faria,Server,Hard,10+,3,0.18879108782683032,0.6666666666666666,0.47787557883983633
Jaime Faria,Server,Hard,4-6,16,0.008619686190827772,0.5625,0.5538803138091722
Jaime Faria,Server,Hard,7-9,6,-0.13204047095410992,0.3333333333333333,0.4653738042874433
Jaime Yzaga,Server,Hard,0-3,148,-0.0006214415631260881,0.6554054054054054,0.6560268469685315
Jaime Yzaga,Server,Hard,10+,47,0.15044759919045236,0.6382978723404256,0.4878502731499732
Jaime Yzaga,Server,Hard,4-6,101,-0.05303988672671787,0.48514851485148514,0.538188401578203
Jaime Yzaga,Server,Hard,7-9,47,0.09480090949830319,0.6170212765957447,0.5222203670974415
Jakob Hlasek,Server,Clay,0-3,93,-0.016929480085864056,0.6344086021505376,0.6513380822364018
Jakob Hlasek,Server,Clay,10+,12,-0.06862254924266295,0.4166666666666667,0.4852892159093296
Jakob Hlasek,Server,Clay,4-6,50,-0.14773627280456153,0.38,0.5277362728045616
Jakob Hlasek,Server,Clay,7-9,9,-0.013096930971919976,0.4444444444444444,0.4575413754163644
Jakob Hlasek,Server,Hard,0-3,94,-0.049734802126208504,0.6170212765957447,0.6667560787219532
Jakob Hlasek,Server,Hard,10+,5,-0.3036230586002837,0.2,0.5036230586002837
Jakob Hlasek,Server,Hard,4-6,17,0.03871097372389236,0.5882352941176471,0.5495243203937548
Jakob Hlasek,Server,Hard,7-9,18,-0.1305565536077457,0.3333333333333333,0.463889886941079
Jakub Mensik,Server,Clay,0-3,147,0.009750354701258969,0.6598639455782312,0.6501135908769724
Jakub Mensik,Server,Clay,10+,23,0.08277701822804805,0.5652173913043478,0.4824403730762998
Jakub Mensik,Server,Clay,4-6,65,-0.03362902864503505,0.49230769230769234,0.5259367209527274
Jakub Mensik,Server,Clay,7-9,24,-0.10311913017804808,0.375,0.4781191301780481
Jakub Mensik,Server,Hard,0-3,848,-0.014375177844292712,0.6509433962264151,0.6653185740707077
Jakub Mensik,Server,Hard,10+,152,0.02009525247057728,0.506578947368421,0.48648369489784377
Jakub Mensik,Server,Hard,4-6,386,-0.018866550292129032,0.5259067357512953,0.5447732860434243
Jakub Mensik,Server,Hard,7-9,142,0.017679825151881188,0.5140845070422535,0.49640468189037235
James Blake,Server,Clay,0-3,52,0.09666712518677566,0.75,0.6533328748132244
James Blake,Server,Clay,10+,8,0.04709218815264393,0.5,0.45290781184735607
James Blake,Server,Clay,4-6,28,0.17785120406091046,0.7142857142857143,0.5364345102248038
James Blake,Server,Clay,7-9,11,0.329119480547752,0.8181818181818182,0.4890623376340662
James Blake,Server,Grass,0-3,167,-0.0602295452204447,0.6047904191616766,0.6650199643821214
James Blake,Server,Grass,10+,13,-0.16458677979388756,0.3076923076923077,0.47227908748619524
James Blake,Server,Grass,4-6,57,0.050257744667247306,0.5789473684210527,0.5286896237538052
James Blake,Server,Grass,7-9,17,0.06980415838354936,0.5882352941176471,0.5184311357340977
James Blake,Server,Hard,0-3,1532,-0.04141334134049943,0.6161879895561357,0.6576013308966352
James Blake,Server,Hard,10+,164,0.026459871766699013,0.5121951219512195,0.4857352501845205
James Blake,Server,Hard,4-6,676,-0.012205272426680935,0.5281065088757396,0.5403117813024205
James Blake,Server,Hard,7-9,206,0.03768962536229062,0.5339805825242718,0.49629095716198124
James Duckworth,Server,Grass,0-3,51,0.03137706768473315,0.6862745098039216,0.6548974421191884
James Duckworth,Server,Grass,10+,3,0.22835233225736742,0.6666666666666666,0.4383143344092993
