entity_name,role,surface,rally_bucket,n_points,rally_advantage,avg_actual,avg_expected
Roman Safiullin,Server,Clay,4-6,42,-0.18669431624865995,0.3333333333333333,0.5200276495819933
Roman Safiullin,Server,Clay,7-9,12,-0.19440117028065954,0.25,0.44440117028065956
Roman Safiullin,Server,Grass,0-3,133,0.0220014449409899,0.6917293233082706,0.6697278783672808
Roman Safiullin,Server,Grass,10+,14,0.14198504845547316,0.6428571428571429,0.5008720944016697
Roman Safiullin,Server,Grass,4-6,65,-0.04085293320180465,0.5230769230769231,0.5639298562787277
Roman Safiullin,Server,Grass,7-9,20,-0.09952870821668237,0.45,0.5495287082166824
Roman Safiullin,Server,Hard,0-3,437,-0.03738962637936784,0.6338672768878718,0.6712569032672397
Roman Safiullin,Server,Hard,10+,78,0.057138054971640526,0.5512820512820513,0.4941439963104108
Roman Safiullin,Server,Hard,4-6,198,-0.03773517037377929,0.51010101010101,0.5478361804747894
Roman Safiullin,Server,Hard,7-9,78,0.027780367186952766,0.5384615384615384,0.5106811712745857
Ronit Karki,Server,Grass,0-3,23,0.1308852267122472,0.7391304347826086,0.6082452080703614
Ronit Karki,Server,Grass,10+,3,-0.4460064884230765,0.0,0.4460064884230765
Ronit Karki,Server,Grass,4-6,12,-0.05358153628581793,0.4166666666666667,0.4702482029524846
Ronit Karki,Server,Grass,7-9,5,-0.020926380277555456,0.4,0.42092638027755547
Roscoe Tanner,Server,Grass,0-3,61,0.04913865865419554,0.7049180327868853,0.6557793741326897
Roscoe Tanner,Server,Grass,4-6,9,0.15623615350119835,0.6666666666666666,0.5104305131654683
Roy Smith,Server,Hard,0-3,62,0.0031578728394438056,0.6774193548387096,0.6742614819992659
Roy Smith,Server,Hard,10+,4,0.5173707796212115,1.0,0.4826292203787885
Roy Smith,Server,Hard,4-6,37,0.02463260570495192,0.5945945945945946,0.5699619888896427
Roy Smith,Server,Hard,7-9,11,0.14137519628030645,0.6363636363636364,0.49498844008332993
Ruben Bemelmans,Server,Grass,0-3,55,-0.05754997863786092,0.5454545454545454,0.6030045240924063
Ruben Bemelmans,Server,Grass,10+,5,0.18817015317715452,0.6,0.41182984682284546
Ruben Bemelmans,Server,Grass,4-6,15,-0.025368289072859786,0.4666666666666667,0.49203495573952644
Ruben Bemelmans,Server,Grass,7-9,6,0.25433059581595513,0.6666666666666666,0.4123360708507115
Ruben Bemelmans,Server,Hard,0-3,38,0.0960811210904332,0.6842105263157895,0.5881294052253563
Ruben Bemelmans,Server,Hard,10+,11,-0.046552615966635603,0.36363636363636365,0.4101889796029992
Ruben Bemelmans,Server,Hard,4-6,23,-0.08427150518416225,0.391304347826087,0.47557585301024924
Ruben Bemelmans,Server,Hard,7-9,7,-0.25477054036313096,0.14285714285714285,0.3976276832202738
Ruben Gonzales,Server,Hard,0-3,27,-0.25213717047894346,0.4444444444444444,0.6965816149233879
Ruben Gonzales,Server,Hard,4-6,6,-0.4160980931196945,0.16666666666666666,0.5827647597863611
Ruben Gonzales,Server,Hard,7-9,1,-0.5901641268452099,0.0,0.5901641268452099
Ruben Ramirez Hidalgo,Server,Clay,0-3,35,0.10627227946794186,0.7428571428571429,0.6365848633892011
Ruben Ramirez Hidalgo,Server,Clay,10+,12,0.0758073461459818,0.5833333333333334,0.5075259871873515
Ruben Ramirez Hidalgo,Server,Clay,4-6,27,0.0020115556107463714,0.5555555555555556,0.5535439999448092
Ruben Ramirez Hidalgo,Server,Clay,7-9,19,-0.18959189693365902,0.3157894736842105,0.5053813706178696
Ruben Ramirez Hidalgo,Server,Hard,0-3,21,-0.17112521535400113,0.47619047619047616,0.6473156915444773
Ruben Ramirez Hidalgo,Server,Hard,10+,10,0.03760201268996124,0.5,0.4623979873100388
Ruben Ramirez Hidalgo,Server,Hard,4-6,11,-0.31134460849272333,0.18181818181818182,0.49316279031090515
Ruben Ramirez Hidalgo,Server,Hard,7-9,7,-0.22162739906878443,0.2857142857142857,0.5073416847830702
Rudolf Molleker,Server,Clay,0-3,46,0.035198240948828036,0.717391304347826,0.682193063398998
Rudolf Molleker,Server,Clay,10+,2,0.5578477641786703,1.0,0.4421522358213297
Rudolf Molleker,Server,Clay,4-6,18,0.1397446643627752,0.7222222222222222,0.582477557859447
Rudolf Molleker,Server,Clay,7-9,10,-0.1301806922219523,0.4,0.5301806922219523
Rudolf Molleker,Server,Grass,0-3,63,-0.004753656875124641,0.6666666666666666,0.6714203235417913
Rudolf Molleker,Server,Grass,10+,15,-0.17312442623816746,0.3333333333333333,0.5064577595715009
Rudolf Molleker,Server,Grass,4-6,25,0.016618878593332866,0.6,0.5833811214066672
Rudolf Molleker,Server,Grass,7-9,10,0.07111513093787578,0.6,0.5288848690621243
Rudy Coco,Server,Hard,0-3,29,-0.012743263890676815,0.5862068965517241,0.5989501604424009
Rudy Coco,Server,Hard,10+,4,0.3340189436971771,0.75,0.41598105630282284
Rudy Coco,Server,Hard,4-6,11,-0.07998431546716636,0.36363636363636365,0.44362067910353
Rudy Coco,Server,Hard,7-9,3,-0.44646528356674536,0.0,0.44646528356674536
Ryan Harrison,Server,Clay,0-3,22,-0.09134538241949602,0.5909090909090909,0.6822544733285869
Ryan Harrison,Server,Clay,10+,2,0.05884664539865325,0.5,0.44115335460134675
Ryan Harrison,Server,Clay,4-6,19,-0.14869567545263856,0.42105263157894735,0.569748307031586
Ryan Harrison,Server,Clay,7-9,5,0.14944472936450207,0.6,0.45055527063549794
Ryan Harrison,Server,Hard,0-3,68,0.009204795926707796,0.6911764705882353,0.6819716746615275
Ryan Harrison,Server,Hard,10+,3,0.21747227836305294,0.6666666666666666,0.44919438830361375
Ryan Harrison,Server,Hard,4-6,40,-0.1076296670094733,0.45,0.5576296670094733
Ryan Harrison,Server,Hard,7-9,9,0.0677353124905829,0.5555555555555556,0.4878202430649726
Ryan Seggerman,Server,Hard,0-3,32,0.12045841655023831,0.78125,0.6607915834497616
Ryan Seggerman,Server,Hard,10+,2,-0.07624396965632285,0.5,0.5762439696563229
Ryan Seggerman,Server,Hard,4-6,16,-0.17348323588621356,0.375,0.5484832358862135
Ryan Seggerman,Server,Hard,7-9,4,0.22998104634414507,0.75,0.5200189536558549
Saidalo Saidkarimov,Server,Hard,0-3,18,0.2605397475605721,0.9444444444444444,0.6839046968838723
Saidalo Saidkarimov,Server,Hard,4-6,8,-0.056576010374920105,0.5,0.5565760103749201
Saidalo Saidkarimov,Server,Hard,7-9,3,0.16847757142500205,0.6666666666666666,0.4981890952416646
Salvatore Caruso,Server,Clay,0-3,41,0.02338046839235245,0.6829268292682927,0.6595463608759402
Salvatore Caruso,Server,Clay,10+,19,0.1333794514200241,0.631578947368421,0.4981994959483969
Salvatore Caruso,Server,Clay,4-6,30,0.10036288532069212,0.6666666666666666,0.5663037813459745
Salvatore Caruso,Server,Clay,7-9,16,0.06399867915108948,0.5625,0.4985013208489105
Salvatore Caruso,Server,Hard,0-3,25,-0.01646365513295448,0.64,0.6564636551329545
Salvatore Caruso,Server,Hard,10+,17,-0.006464789384207699,0.47058823529411764,0.4770530246783254
Salvatore Caruso,Server,Hard,4-6,26,0.032179265448782426,0.5769230769230769,0.5447438114742945
Salvatore Caruso,Server,Hard,7-9,3,-0.09904210224752234,0.3333333333333333,0.4323754355808556
Sam Querrey,Server,Grass,0-3,512,-0.016479881427910213,0.6640625,0.6805423814279102
Sam Querrey,Server,Grass,10+,17,-0.2801299778845844,0.23529411764705882,0.5154240955316433
Sam Querrey,Server,Grass,4-6,193,-0.03743451752200992,0.5233160621761658,0.5607505796981758
Sam Querrey,Server,Grass,7-9,47,-0.03246691263771237,0.48936170212765956,0.521828614765372
Sam Querrey,Server,Hard,0-3,417,-0.016161504039110215,0.6618705035971223,0.6780320076362325
Sam Querrey,Server,Hard,10+,30,-0.03897276383054171,0.4666666666666667,0.5056394304972084
Sam Querrey,Server,Hard,4-6,143,-0.053012245454234996,0.5034965034965035,0.5565087489507385
Sam Querrey,Server,Hard,7-9,43,-0.11747496391976762,0.3953488372093023,0.5128238011290699
Samuel Groth,Server,Grass,0-3,156,-0.027364253583267655,0.6538461538461539,0.6812104074294215
Samuel Groth,Server,Grass,4-6,27,0.020097597601440583,0.5925925925925926,0.572494994991152
Samuel Groth,Server,Grass,7-9,1,0.5364889593090516,1.0,0.4635110406909484
Sanam Singh,Server,Hard,0-3,26,-0.029971142221299915,0.5384615384615384,0.5684326806828384
Sanam Singh,Server,Hard,10+,1,-0.48347995789044795,0.0,0.48347995789044795
Sanam Singh,Server,Hard,4-6,14,-0.12661453605895817,0.35714285714285715,0.4837573932018153
Sanam Singh,Server,Hard,7-9,4,0.07125339978674979,0.5,0.4287466002132502
Sandro Ehrat,Server,Clay,0-3,38,0.010943172793016435,0.6578947368421053,0.6469515640490888
Sandro Ehrat,Server,Clay,10+,8,-0.388712609012645,0.125,0.5137126090126449
Sandro Ehrat,Server,Clay,4-6,18,-0.09715227871910713,0.4444444444444444,0.5415967231635516
Sandro Ehrat,Server,Clay,7-9,4,0.29248084944077646,0.75,0.45751915055922354
Sanjar Fayziev,Server,Clay,0-3,32,-0.12506505690608832,0.53125,0.6563150569060883
Sanjar Fayziev,Server,Clay,10+,5,0.1321372584883548,0.6,0.4678627415116452
Sanjar Fayziev,Server,Clay,4-6,10,-0.28782253770768984,0.2,0.4878225377076898
Sanjar Fayziev,Server,Clay,7-9,9,0.07253638792719347,0.5555555555555556,0.4830191676283621
Santiago Giraldo,Server,Clay,0-3,58,-0.08250809036675161,0.5862068965517241,0.6687149869184758
Santiago Giraldo,Server,Clay,10+,18,0.10103738047156136,0.6111111111111112,0.5100737306395497
Santiago Giraldo,Server,Clay,4-6,31,0.06685266862519569,0.6129032258064516,0.546050557181256
Santiago Giraldo,Server,Clay,7-9,17,-0.08239732634764954,0.4117647058823529,0.49416203223000243
Sargis Sargsian,Server,Hard,0-3,47,0.00025933281329021515,0.6808510638297872,0.6805917310164971
Sargis Sargsian,Server,Hard,10+,4,-0.32624396965632285,0.25,0.5762439696563229
Sargis Sargsian,Server,Hard,4-6,19,-0.026852736905991027,0.5263157894736842,0.5531685263796753
Sargis Sargsian,Server,Hard,7-9,3,0.545470621586716,1.0,0.45452937841328406
Sascha Gueymard Wayenburg,Server,Clay,0-3,36,-0.02874624556509262,0.6388888888888888,0.6676351344539815
Sascha Gueymard Wayenburg,Server,Clay,10+,8,0.10754869497591626,0.625,0.5174513050240838
Sascha Gueymard Wayenburg,Server,Clay,4-6,14,-0.2637322086308268,0.2857142857142857,0.5494464943451125
Sascha Gueymard Wayenburg,Server,Clay,7-9,7,-0.16146775688794388,0.2857142857142857,0.4471820426022296
Scott Draper,Server,Hard,0-3,15,-0.1705252114872136,0.4666666666666667,0.6371918781538802
Scott Draper,Server,Hard,10+,3,-0.48882246661509826,0.0,0.48882246661509826
Scott Draper,Server,Hard,4-6,9,-0.21604909971829206,0.3333333333333333,0.5493824330516254
Scott Draper,Server,Hard,7-9,7,-0.4732406856254472,0.0,0.4732406856254472
Scott Griekspoor,Server,Clay,0-3,39,-0.10700879557862077,0.5384615384615384,0.6454703340401593
Scott Griekspoor,Server,Clay,10+,3,0.1164483903522056,0.6666666666666666,0.5502182763144611
Scott Griekspoor,Server,Clay,4-6,20,0.20615439382864514,0.75,0.5438456061713548
Scott Griekspoor,Server,Clay,7-9,8,0.09817653755044792,0.625,0.5268234624495521
Scott Griekspoor,Server,Hard,0-3,81,-0.037840591912779824,0.6172839506172839,0.6551245425300638
Scott Griekspoor,Server,Hard,10+,4,-0.27140379566129785,0.25,0.5214037956612979
Scott Griekspoor,Server,Hard,4-6,22,-0.07691749169901739,0.45454545454545453,0.531462946244472
Scott Griekspoor,Server,Hard,7-9,14,0.08069933625028046,0.5714285714285714,0.490729235178291
Scoville Jenkins,Server,Hard,0-3,71,0.026123628448906328,0.6197183098591549,0.5935946814102486
Scoville Jenkins,Server,Hard,10+,4,-0.13412463445379297,0.25,0.38412463445379297
Scoville Jenkins,Server,Hard,4-6,24,0.08569771807633321,0.5416666666666666,0.4559689485903335
Scoville Jenkins,Server,Hard,7-9,8,0.07490116658483593,0.5,0.4250988334151641
Sebastian Baez,Server,Clay,0-3,948,-0.01791014031056941,0.6508438818565401,0.6687540221671094
Sebastian Baez,Server,Clay,10+,301,-0.00019136768389179154,0.5116279069767442,0.511819274660636
Sebastian Baez,Server,Clay,4-6,645,0.014778587410235411,0.5782945736434109,0.5635159862331754
Sebastian Baez,Server,Clay,7-9,312,0.06218097614760254,0.5833333333333334,0.5211523571857308
Sebastian Baez,Server,Grass,0-3,8,-0.038205736371633714,0.625,0.6632057363716337
Sebastian Baez,Server,Grass,10+,7,-0.5021561171800204,0.0,0.5021561171800204
Sebastian Baez,Server,Grass,4-6,20,-0.084480772259462,0.5,0.584480772259462
Sebastian Baez,Server,Grass,7-9,5,0.284744240931779,0.8,0.515255759068221
Sebastian Baez,Server,Hard,0-3,376,-0.101425544792425,0.5718085106382979,0.6732340554307229
Sebastian Baez,Server,Hard,10+,123,-0.13557657880988652,0.3821138211382114,0.5176903999480978
Sebastian Baez,Server,Hard,4-6,240,-0.14661333306570398,0.42083333333333334,0.5674466663990373
Sebastian Baez,Server,Hard,7-9,127,-0.0547994478842545,0.47244094488188976,0.5272403927661443
Sebastian Fanselow,Server,Hard,0-3,18,0.0022256442536243517,0.6666666666666666,0.6644410224130424
Sebastian Fanselow,Server,Hard,10+,1,0.42375603034367715,1.0,0.5762439696563229
Sebastian Fanselow,Server,Hard,4-6,12,0.1934239896250799,0.75,0.5565760103749201
Sebastian Fanselow,Server,Hard,7-9,1,-0.5855085288984259,0.0,0.5855085288984259
Sebastian Korda,Server,Clay,0-3,323,-0.05152071126665444,0.6099071207430341,0.6614278320096885
Sebastian Korda,Server,Clay,10+,46,0.08253980036817325,0.5652173913043478,0.48267759093617457
Sebastian Korda,Server,Clay,4-6,162,-0.028918840586928687,0.5123456790123457,0.5412645195992744
Sebastian Korda,Server,Clay,7-9,83,0.0167693318718226,0.5180722891566265,0.5013029572848039
Sebastian Korda,Server,Grass,0-3,359,0.047729488077950445,0.7186629526462396,0.6709334645682892
Sebastian Korda,Server,Grass,10+,37,-0.07383722173660318,0.43243243243243246,0.5062696541690356
Sebastian Korda,Server,Grass,4-6,147,-0.036110885300949955,0.5238095238095238,0.5599204091104738
Sebastian Korda,Server,Grass,7-9,51,0.023109717755459065,0.5098039215686274,0.4866942038131684
Sebastian Korda,Server,Hard,0-3,1290,-0.022795320582177262,0.6457364341085271,0.6685317546907044
Sebastian Korda,Server,Hard,10+,229,0.036382154812978136,0.5414847161572053,0.5051025613442272
Sebastian Korda,Server,Hard,4-6,622,-0.015711395119206602,0.5369774919614148,0.5526888870806214
Sebastian Korda,Server,Hard,7-9,251,-0.030983087628510115,0.4701195219123506,0.5011026095408607
Sebastian Ofner,Server,Clay,0-3,210,0.019818111616088818,0.6761904761904762,0.6563723645743874
Sebastian Ofner,Server,Clay,10+,32,-0.08302788854302953,0.40625,0.48927788854302956
Sebastian Ofner,Server,Clay,4-6,126,-0.03094412820523373,0.49206349206349204,0.5230076202687258
Sebastian Ofner,Server,Clay,7-9,62,-0.05274464511990804,0.43548387096774194,0.48822851608765
Sebastian Ofner,Server,Hard,0-3,52,-0.04141467706652051,0.6346153846153846,0.676030061681905
Sebastian Ofner,Server,Hard,10+,21,0.15804029798757901,0.6666666666666666,0.5086263686790876
Sebastian Ofner,Server,Hard,4-6,33,-0.056077359042244763,0.48484848484848486,0.5409258438907296
Sebastian Ofner,Server,Hard,7-9,14,-0.09243577777098415,0.42857142857142855,0.5210072063424127
Sebastien Grosjean,Server,Clay,0-3,99,-0.10976573368407111,0.5656565656565656,0.6754222993406368
Sebastien Grosjean,Server,Clay,10+,22,-0.10460380241369323,0.4090909090909091,0.5136947115046023
Sebastien Grosjean,Server,Clay,4-6,47,-0.11375325560402459,0.44680851063829785,0.5605617662423225
Sebastien Grosjean,Server,Clay,7-9,19,-0.008002926611573372,0.5263157894736842,0.5343187160852576
Sebastien Grosjean,Server,Grass,0-3,235,-0.024789206528817106,0.6595744680851063,0.6843636746139234
Sebastien Grosjean,Server,Grass,10+,53,-0.024379392384439456,0.4716981132075472,0.4960775055919866
Sebastien Grosjean,Server,Grass,4-6,95,-0.03800912690910387,0.5157894736842106,0.5537986005933144
Sebastien Grosjean,Server,Grass,7-9,50,-0.07750543144395983,0.42,0.4975054314439598
Sebastien Grosjean,Server,Hard,0-3,326,0.006317678660347444,0.6748466257668712,0.6685289471065238
Sebastien Grosjean,Server,Hard,10+,72,-0.08964115769598846,0.4027777777777778,0.4924189354737662
Sebastien Grosjean,Server,Hard,4-6,128,-0.014410264615572339,0.5390625,0.5534727646155724
Sebastien Grosjean,Server,Hard,7-9,72,-0.005151988951830914,0.4861111111111111,0.49126310006294205
Seong Chan Hong,Server,Hard,0-3,26,-0.034501578725686696,0.6153846153846154,0.6498861941103021
Seong Chan Hong,Server,Hard,10+,7,-0.3809073739494749,0.14285714285714285,0.5237645168066177
Seong Chan Hong,Server,Hard,4-6,10,-0.0731775302021161,0.5,0.573177530202116
Seong Chan Hong,Server,Hard,7-9,4,0.29170823624018316,0.75,0.45829176375981684
Sergey Fomin,Server,Clay,0-3,69,-0.04576499494413765,0.6086956521739131,0.6544606471180507
Sergey Fomin,Server,Clay,10+,25,-0.04041607713295697,0.44,0.480416077132957
Sergey Fomin,Server,Clay,4-6,32,-0.0018052542865844637,0.53125,0.5330552542865845
Sergey Fomin,Server,Clay,7-9,23,-0.04270177364438711,0.43478260869565216,0.47748438234003926
Sergi Bruguera,Server,Clay,0-3,607,0.02463239039665912,0.6803953871499177,0.6557629967532586
Sergi Bruguera,Server,Clay,10+,244,0.0040472180790175555,0.5122950819672131,0.5082478638881955
Sergi Bruguera,Server,Clay,4-6,365,0.0482297763019993,0.6,0.5517702236980008
Sergi Bruguera,Server,Clay,7-9,168,0.04808565821842073,0.5595238095238095,0.5114381513053887
Sergi Bruguera,Server,Hard,0-3,250,-0.03439892284855309,0.62,0.654398922848553
Sergi Bruguera,Server,Hard,10+,47,-0.07362154258115837,0.40425531914893614,0.4778768617300946
Sergi Bruguera,Server,Hard,4-6,136,-0.06038911720647217,0.4852941176470588,0.545683234853531
Sergi Bruguera,Server,Hard,7-9,77,-0.030303987986222695,0.4805194805194805,0.5108234685057031
Sergio Casal,Server,Hard,0-3,61,-0.014814129104757663,0.6721311475409836,0.6869452766457413
Sergio Casal,Server,Hard,10+,11,-0.08797035192434968,0.36363636363636365,0.45160671556071336
Sergio Casal,Server,Hard,4-6,16,-0.023101650201544713,0.5,0.5231016502015448
Sergio Casal,Server,Hard,7-9,8,0.18790255870954575,0.625,0.43709744129045425
Sergio Cortes,Server,Hard,0-3,30,-0.10748603662709272,0.5333333333333333,0.640819369960426
Sergio Cortes,Server,Hard,10+,20,0.004189757534726046,0.55,0.545810242465274
Sergio Cortes,Server,Hard,4-6,11,-0.1263313457062855,0.45454545454545453,0.58087680025174
Sergio Cortes,Server,Hard,7-9,18,0.12024483805453946,0.6666666666666666,0.5464218286121273
Sergiy Stakhovsky,Server,Clay,0-3,134,-0.09307271585466648,0.582089552238806,0.6751622680934725
Sergiy Stakhovsky,Server,Clay,10+,14,-0.012382793785464965,0.5,0.5123827937854649
Sergiy Stakhovsky,Server,Clay,4-6,34,-0.17694704485471388,0.35294117647058826,0.5298882213253021
Sergiy Stakhovsky,Server,Clay,7-9,16,-0.1834708492956565,0.3125,0.4959708492956565
Sergiy Stakhovsky,Server,Grass,0-3,209,0.03023356276531835,0.722488038277512,0.6922544755121935
Sergiy Stakhovsky,Server,Grass,10+,11,-0.10206011122359664,0.36363636363636365,0.46569647485996024
Sergiy Stakhovsky,Server,Grass,4-6,49,0.0538087150431548,0.6122448979591837,0.5584361829160288
Sergiy Stakhovsky,Server,Grass,7-9,10,0.036891810596831665,0.5,0.46310818940316834
Sergiy Stakhovsky,Server,Hard,0-3,390,-0.05032994873023647,0.6333333333333333,0.6836632820635697
Sergiy Stakhovsky,Server,Hard,10+,26,0.10913647117052282,0.5769230769230769,0.4677866057525541
Sergiy Stakhovsky,Server,Hard,4-6,123,-0.006830703400622809,0.5528455284552846,0.5596762318559074
Sergiy Stakhovsky,Server,Hard,7-9,40,0.01886539450338041,0.525,0.5061346054966196
Shintaro Mochizuki,Server,Clay,0-3,79,-0.07899080024603711,0.569620253164557,0.648611053410594
Shintaro Mochizuki,Server,Clay,10+,7,0.2192438814617903,0.7142857142857143,0.495041832823924
Shintaro Mochizuki,Server,Clay,4-6,39,0.1198228864723491,0.6666666666666666,0.5468437801943176
Shintaro Mochizuki,Server,Clay,7-9,12,-0.15076006797553634,0.3333333333333333,0.48409340130886963
Sho Katayama,Server,Hard,0-3,26,0.08507063521331823,0.8461538461538461,0.7610832109405279
Sho Katayama,Server,Hard,10+,2,-0.09182787786754387,0.5,0.5918278778675439
Sho Katayama,Server,Hard,4-6,8,-0.025756835534574182,0.625,0.6507568355345742
Sho Katayama,Server,Hard,7-9,6,0.23249673202624507,0.8333333333333334,0.6008366013070883
Sho Shimabukuro,Server,Grass,0-3,39,-0.1224302687811366,0.46153846153846156,0.5839687303195981
Sho Shimabukuro,Server,Grass,10+,6,-0.2356593905023953,0.16666666666666666,0.40232605716906195
Sho Shimabukuro,Server,Grass,4-6,17,-0.0025120815526578338,0.47058823529411764,0.47310031684677545
Sho Shimabukuro,Server,Grass,7-9,7,0.004936374559589618,0.42857142857142855,0.423635054011839
Simone Bolelli,Server,Hard,0-3,102,-0.05220104548815085,0.6176470588235294,0.6698481043116802
Simone Bolelli,Server,Hard,10+,13,0.060254021730111816,0.5384615384615384,0.4782075167314267
Simone Bolelli,Server,Hard,4-6,63,-0.05664545907605133,0.49206349206349204,0.5487089511395434
Simone Bolelli,Server,Hard,7-9,26,-0.11303094811476543,0.38461538461538464,0.49764633273015
Sjeng Schalken,Server,Grass,0-3,158,0.007980791792332602,0.689873417721519,0.6818926259291864
Sjeng Schalken,Server,Grass,10+,56,-0.06045002858698155,0.44642857142857145,0.506878600015553
Sjeng Schalken,Server,Grass,4-6,105,-0.07038839927719595,0.5047619047619047,0.5751503040391007
Sjeng Schalken,Server,Grass,7-9,43,0.02535348533664398,0.5581395348837209,0.532786049547077
Sjeng Schalken,Server,Hard,0-3,177,0.05406516975559709,0.7288135593220338,0.6747483895664368
Sjeng Schalken,Server,Hard,10+,25,-0.0874465169674229,0.44,0.5274465169674228
Sjeng Schalken,Server,Hard,4-6,74,-0.05407059802258909,0.5135135135135135,0.5675841115361027
Sjeng Schalken,Server,Hard,7-9,30,-0.024556951147792622,0.5,0.5245569511477927
Slobodan Zivojinovic,Server,Grass,0-3,82,-0.0152062848360668,0.6585365853658537,0.6737428702019205
Slobodan Zivojinovic,Server,Grass,4-6,13,-0.16584291722695135,0.38461538461538464,0.550458301842336
Slobodan Zivojinovic,Server,Hard,0-3,110,-0.03464174958597871,0.6181818181818182,0.6528235677677969
Slobodan Zivojinovic,Server,Hard,10+,2,-0.44986257785984307,0.0,0.44986257785984307
Slobodan Zivojinovic,Server,Hard,4-6,20,0.021065072393023337,0.55,0.5289349276069767
Somdev Devvarman,Server,Hard,0-3,39,-0.023919200227393737,0.5897435897435898,0.6136627899709836
Somdev Devvarman,Server,Hard,10+,14,0.1234588425903522,0.5714285714285714,0.4479697288382192
Somdev Devvarman,Server,Hard,4-6,30,-0.028413007446961895,0.43333333333333335,0.46174634078029525
Somdev Devvarman,Server,Hard,7-9,12,0.07027774002237386,0.5,0.4297222599776262
Soon Woo Kwon,Server,Hard,0-3,250,0.001448982753976293,0.684,0.6825510172460236
Soon Woo Kwon,Server,Hard,10+,55,-0.08552853647240559,0.41818181818181815,0.5037103546542238
Soon Woo Kwon,Server,Hard,4-6,106,-0.020046201761647047,0.5471698113207547,0.5672160130824018
Soon Woo Kwon,Server,Hard,7-9,36,0.006579288359177263,0.5277777777777778,0.5211984894186005
Stan Smith,Server,Grass,0-3,174,-0.07913505191365117,0.6379310344827587,0.7170660863964098
Stan Smith,Server,Grass,4-6,32,-0.08239601562542061,0.53125,0.6136460156254206
Stan Smith,Server,Grass,7-9,3,0.38132947170598247,1.0,0.6186705282940176
Stan Wawrinka,Server,Clay,0-3,1369,0.01876157967888992,0.6917457998539079,0.672984220175018
Stan Wawrinka,Server,Clay,10+,216,-0.014378403602947875,0.49537037037037035,0.5097487739733183
Stan Wawrinka,Server,Clay,4-6,694,0.0011001124165835015,0.5605187319884726,0.5594186195718892
Stan Wawrinka,Server,Clay,7-9,281,0.0200653412647865,0.5338078291814946,0.5137424879167082
Stan Wawrinka,Server,Grass,0-3,656,0.012511651050764266,0.6966463414634146,0.6841346904126504
Stan Wawrinka,Server,Grass,10+,42,-0.03890639318292027,0.47619047619047616,0.5150968693733965
Stan Wawrinka,Server,Grass,4-6,229,-0.04063618866275835,0.5327510917030568,0.5733872803658151
Stan Wawrinka,Server,Grass,7-9,76,-0.02245796459728017,0.5,0.5224579645972802
Stan Wawrinka,Server,Hard,0-3,3385,0.021390243971851585,0.7001477104874446,0.6787574665155931
Stan Wawrinka,Server,Hard,10+,657,-0.04611995985470324,0.4581430745814307,0.504263034436134
Stan Wawrinka,Server,Hard,4-6,1631,-0.05204088503194844,0.5088902513795218,0.5609311364114702
Stan Wawrinka,Server,Hard,7-9,723,-0.021482815109950617,0.49377593360995853,0.5152587487199092
Stefan Edberg,Server,Clay,0-3,1891,-0.049679242591502464,0.6329984135378107,0.6826776561293132
Stefan Edberg,Server,Clay,10+,76,-0.057655400435412195,0.40789473684210525,0.46555013727751743
Stefan Edberg,Server,Clay,4-6,336,0.07628718188745631,0.6279761904761905,0.5516890085887342
Stefan Edberg,Server,Clay,7-9,86,-0.02257671923907292,0.45348837209302323,0.4760650913320962
Stefan Edberg,Server,Grass,0-3,2733,-0.016592357644796097,0.6732528357116722,0.6898451933564683
Stefan Edberg,Server,Grass,10+,4,-0.20287244391639736,0.25,0.45287244391639736
Stefan Edberg,Server,Grass,4-6,231,0.12466088323901019,0.70995670995671,0.5852958267176998
Stefan Edberg,Server,Grass,7-9,25,-0.11904789567148655,0.44,0.5590478956714865
Stefan Edberg,Server,Hard,0-3,9201,-0.033950918102810375,0.6528638191500924,0.6868147372529028
Stefan Edberg,Server,Hard,10+,145,0.013319460193624745,0.4896551724137931,0.47633571222016835
Stefan Edberg,Server,Hard,4-6,1291,0.0558384013140799,0.6204492641363284,0.5646108628222486
Stefan Edberg,Server,Hard,7-9,243,0.036110116230749265,0.5308641975308642,0.49475408130011495
Stefan Koubek,Server,Clay,0-3,13,0.0760972593940653,0.6923076923076923,0.6162104329136271
Stefan Koubek,Server,Clay,10+,6,0.21115878433950996,0.6666666666666666,0.4555078823271567
Stefan Koubek,Server,Clay,4-6,13,-0.042030644279511184,0.46153846153846156,0.5035691058179727
Stefan Koubek,Server,Clay,7-9,8,-0.32921136538066176,0.125,0.45421136538066176
Stefan Kozlov,Server,Hard,0-3,73,-0.0033132123265774355,0.7123287671232876,0.7156419794498652
Stefan Kozlov,Server,Hard,10+,12,0.05800831187502568,0.5833333333333334,0.5253250214583076
Stefan Kozlov,Server,Hard,4-6,61,-0.0695545657209639,0.5409836065573771,0.610538172278341
Stefan Kozlov,Server,Hard,7-9,13,0.06647512963916338,0.6153846153846154,0.5489094857454521
Stefano Napolitano,Server,Hard,0-3,30,0.10657011671548133,0.8333333333333334,0.726763216617852
Stefano Napolitano,Server,Hard,10+,1,-0.5284812426159425,0.0,0.5284812426159425
Stefano Napolitano,Server,Hard,4-6,11,0.09720741127404034,0.7272727272727273,0.630065315998687
Stefano Napolitano,Server,Hard,7-9,6,0.0658300653595784,0.6666666666666666,0.6008366013070883
